id,pos_x,pos_y,pos_z,area
93,92.6429,141.015,82.9616,47
94,89.5851,140.94,81.0231,47
95,86.1389,140.457,81.0568,47
96,82.6289,139.905,81.7541,47
97,79.0912,139.337,82.2535,47
98,76.4706,138.724,80.4698,47
99,74.5919,138.116,77.4451,47
100,73.1217,137.694,74.1739,47
101,72.3046,137.58,70.687,47
102,72.2209,137.65,67.0741,47
103,72.6826,137.692,63.4986,47
104,73.4619,137.696,59.9732,47
105,73.4582,137.715,56.4074,47
106,72.1664,137.373,53.0424,47
107,70.6049,136.93,49.8037,47
108,69.0117,136.456,46.5848,47
109,98.3748,140.907,87.3879,157
110,95.4278,141.032,85.157,157
111,92.316,141.125,83.1647,157
112,89.043,141.156,81.453,157
113,85.6035,140.76,81.2641,157
114,82.061,140.022,82.008,157
115,78.6397,139.237,81.8753,157
116,75.9231,138.519,79.5699,157
117,73.9708,137.898,76.4927,157
118,74.3926,137.791,77.6983,157
119,75.9617,138.077,81.0341,157
120,75.7465,138.79,83.5492,157
121,72.3634,139.969,83.1869,157
122,68.9643,141.084,82.2519,157
123,66.221,142.049,80.3313,157
124,64.2361,142.796,77.3016,157
125,62.2765,143.501,74.2457,157
126,60.3529,144.149,71.1542,157
127,98.3748,140.907,87.3879,89
128,95.7837,140.788,85.2661,89
129,93.5269,140.532,82.8064,89
130,91.6094,140.143,80.0909,89
131,90.8293,139.266,77.0207,89
132,91.0757,138.195,73.8903,89
133,91.9928,137.098,70.8723,89
134,93.1424,135.923,67.9534,89
135,94.3347,134.631,65.1014,89
136,95.5096,133.163,62.3313,89
137,95.7911,131.704,59.5916,89
138,94.2894,130.629,56.7983,89
139,93.0835,129.556,54.0379,89
140,93.9316,128.159,51.1159,89
141,95.0022,127.195,48.1324,89
142,96.9606,128.164,45.6659,89
143,98.9647,130.278,44.0309,89
144,100.244,132.511,41.884,89
145,98.3748,140.907,87.3879,251
146,98.1106,139.446,90.835,251
147,98.1738,137.793,94.2019,251
148,98.5764,135.866,97.3899,251
149,99.9015,133.756,97.8137,251
150,100.739,133.962,94.1698,251
151,100.984,134.628,90.4839,251
152,101.229,135.293,86.7981,251
153,100.021,135.067,89.5319,251
154,99.1202,134.684,93.1477,251
155,99.1352,134.194,96.8327,251
156,99.667,133.693,100.511,251
157,100.313,133.255,104.182,251
158,100.659,132.823,107.878,251
159,100.598,132.135,111.554,251
160,100.592,130.997,115.131,251
161,100.705,129.836,118.698,251
162,100.999,128.641,122.244,251
163,98.3748,140.907,87.3879,824
164,98.1224,139.544,90.7673,824
165,97.9697,138.084,94.1117,824
166,98.1125,136.42,97.3551,824
167,99.9356,134.109,98.7497,824
168,101.37,133.825,95.4779,824
169,101.072,134.408,91.942,824
170,100.391,135.112,88.4244,824
171,99.131,134.927,90.9892,824
172,98.5238,134.51,94.5443,824
173,98.9976,133.988,98.0745,824
174,100.082,133.467,101.519,824
175,101.779,132.967,104.658,824
176,104.576,132.484,106.684,824
177,108.098,132.134,107.114,824
178,111.671,132.006,106.375,824
179,115.192,131.939,105.411,824
180,118.639,131.941,104.203,824
181,98.3748,140.907,87.3879,1
182,95.421,140.898,84.8057,1
183,92.6669,140.75,82.0171,1
184,90.5968,140.134,78.7644,1
185,90.3368,138.74,75.1957,1
186,91.4338,137.413,71.717,1
187,92.8375,136.134,68.2841,1
188,94.4545,134.618,65.0597,1
189,95.9502,132.849,61.9032,1
190,95.7995,131.286,58.6524,1
191,94.2286,129.934,55.3265,1
192,93.2467,128.264,51.9613,1
193,92.9969,126.258,48.6049,1
194,92.7146,124.17,45.322,1
195,91.6456,122.048,42.2335,1
196,90.0847,119.448,39.7475,1
197,88.5534,116.605,37.5229,1
198,87.1819,113.519,35.5253,1
199,98.3748,140.907,87.3879,13
200,94.7401,141.157,84.5159,13
201,90.7599,141.279,82.1433,13
202,86.3631,141.087,80.7516,13
203,82.0077,140.208,81.6128,13
204,77.6405,139.033,82.6245,13
205,73.5986,137.78,84.3997,13
206,70.1159,136.612,87.1738,13
207,67.1126,135.567,90.5405,13
208,64.1805,134.526,93.976,13
209,60.7517,133.424,96.7878,13
210,56.9764,132.678,97.2341,13
211,54.3025,133.007,93.4803,13
212,52.0907,133.449,89.427,13
213,49.6135,133.78,85.5596,13
214,45.9799,133.977,82.8143,13
215,41.4206,134.061,82.0344,13
216,36.7975,134.217,82.387,13
217,98.3748,140.907,87.3879,734
218,98.5063,139.345,91.0046,734
219,98.1996,138.028,94.7035,734
220,97.6996,136.825,98.4227,734
221,99.1234,134.617,100.94,734
222,100.601,133.824,97.9633,734
223,99.5967,134.406,94.3323,734
224,99.7013,134.923,90.5042,734
225,100.819,135.243,86.7575,734
226,102.283,135.438,83.1047,734
227,104,135.376,79.5671,734
228,106.372,134.864,76.5631,734
229,109.506,133.982,74.3845,734
230,113.065,133.055,73.2289,734
231,116.896,132.261,73.422,734
232,120.649,131.711,74.4593,734
233,124.217,131.391,76.0916,734
234,127.525,131.303,78.2333,734
235,98.3748,140.907,87.3879,32
236,98.0527,139.394,90.7738,32
237,98.279,137.747,94.1009,32
238,98.8426,136.011,97.3429,32
239,99.5061,134.121,100.479,32
240,97.3507,132.783,102.057,32
241,94.4747,131.761,104.036,32
242,91.9702,130.754,106.596,32
243,89.5104,129.685,109.177,32
244,87.1208,128.515,111.778,32
245,84.8799,127.251,114.467,32
246,82.9885,125.937,117.359,32
247,81.2407,125.197,120.306,32
248,78.3118,126.4,121.682,32
249,75.105,128.165,121.106,32
250,71.582,129.323,120.962,32
251,67.9431,129.907,121.356,32
252,64.4935,129.925,122.756,32
253,98.3748,140.907,87.3879,1
254,93.6306,141.364,83.4967,1
255,88.0426,141.397,80.9658,1
256,82.0298,140.592,80.9754,1
257,76.5045,138.973,82.9938,1
258,71.5303,136.998,85.9941,1
259,66.8825,134.912,89.4379,1
260,62.2157,132.554,92.6647,1
261,57.4896,130.042,95.6994,1
262,52.9095,127.288,98.7347,1
263,48.5247,124.244,101.794,1
264,44.2622,120.974,104.775,1
265,39.7759,117.689,106.013,1
266,34.5076,115.175,104.069,1
267,29.2535,112.574,102.207,1
268,24.1801,109.592,100.884,1
269,20.6645,105.064,102.908,1
270,19.6031,100.729,107.144,1
271,98.3748,140.907,87.3879,9
272,94.7078,141.117,84.6779,9
273,90.765,141.254,82.3868,9
274,86.6771,141.348,80.3613,9
275,82.3842,140.695,80.792,9
276,78.1897,139.498,82.1109,9
277,74.3161,138.156,84.0664,9
278,70.8224,136.91,86.6983,9
279,67.7808,135.825,89.8985,9
280,64.9387,134.779,93.3117,9
281,61.9626,133.632,96.5744,9
282,59.081,132.376,99.8637,9
283,56.9434,131.071,103.636,9
284,55.4043,129.722,107.644,9
285,52.4309,127.962,110.544,9
286,48.3307,126.424,111.742,9
287,43.9172,125.632,111.488,9
288,40.1252,126.821,109.243,9
289,98.3748,140.907,87.3879,2
290,95.0652,141.107,84.6792,2
291,91.5368,141.218,82.2592,2
292,87.6339,141.118,80.5361,2
293,83.6391,140.409,81.298,2
294,79.5452,139.471,82.0659,2
295,76.3833,138.65,80.1182,2
296,73.7651,137.953,76.8036,2
297,70.6379,137.288,74.0407,2
298,66.875,136.652,72.1588,2
299,62.8273,135.994,70.9788,2
300,58.6882,135.289,70.1437,2
301,54.9622,134.772,68.5675,2
302,52.8805,134.714,64.9671,2
303,52.0135,134.715,60.8239,2
304,49.7505,134.769,57.2204,2
305,46.5573,134.875,54.3832,2
306,42.8353,135.026,52.2727,2
307,84.7723,144.966,67.7383,853
308,85.4095,143.986,71.1906,853
309,85.8407,142.958,74.6599,853
310,86.0033,141.878,78.1349,853
311,83.7408,140.869,80.2369,853
312,80.4173,139.884,81.2656,853
313,77.1321,138.921,80.7235,853
314,74.9975,138.217,78.0865,853
315,73.5409,137.599,74.805,853
316,73.676,137.486,74.3295,853
317,74.9795,138.1,77.5639,853
318,74.3829,138.939,80.7795,853
319,71.5688,140.054,82.4366,853
320,68.1763,141.176,82.3318,853
321,65.3055,142.17,80.6919,853
322,63.5372,142.875,77.5844,853
323,61.8815,143.537,74.4059,853
324,60.3529,144.149,71.1542,853
325,84.7723,144.966,67.7383,652
326,84.242,143.211,65.3686,652
327,83.4478,141.514,63.0321,652
328,82.3978,139.89,60.7473,652
329,82.0825,137.93,58.618,652
330,83.6333,136.191,57.6082,652
331,86.3543,134.955,57.5892,652
332,89.1336,133.84,57.6974,652
333,91.9123,132.742,57.8492,652
334,94.714,131.8,58.3137,652
335,94.8221,131.801,57.674,652
336,95.8848,132.073,55.9009,652
337,98.5653,132.644,55.1276,652
338,101.239,133.682,55.6676,652
339,103.57,134.814,57.1317,652
340,105.718,135.886,58.918,652
341,108.053,136.807,60.553,652
342,110.508,137.614,62.0705,652
343,84.7723,144.966,67.7383,377
344,85.0869,143.948,70.9466,377
345,84.6846,142.965,74.143,377
346,83.5799,142.02,77.1734,377
347,81.3871,141.133,79.4182,377
348,78.69,140.117,81.1766,377
349,75.9447,138.834,82.0126,377
350,74.4193,138.058,79.6083,377
351,74.3701,137.714,76.3147,377
352,75.6073,137.742,74.9771,377
353,75.4217,138.456,78.1002,377
354,73.7116,139.284,80.801,377
355,71.0835,140.138,82.6599,377
356,68.1864,140.933,84.2096,377
357,66.0256,141.43,86.4521,377
358,64.9349,141.581,89.6467,377
359,64.0469,141.706,92.9052,377
360,63.3678,141.805,96.2157,377
361,84.7723,144.966,67.7383,2368
362,84.7723,144.966,67.7383,2368
363,84.7723,144.966,67.7383,2368
364,84.7723,144.966,67.7383,2368
365,84.7723,144.966,67.7383,2368
366,84.7723,144.966,67.7383,2368
367,84.7723,144.966,67.7383,2368
368,84.7723,144.966,67.7383,2368
369,84.7723,144.966,67.7383,2368
370,84.7723,144.966,67.7383,2368
371,84.7723,144.966,67.7383,2368
372,84.7723,144.966,67.7383,2368
373,84.7723,144.966,67.7383,2368
374,84.7723,144.966,67.7383,2368
375,84.7723,144.966,67.7383,2368
376,84.7723,144.966,67.7383,2368
377,84.7723,144.966,67.7383,2368
378,84.7723,144.966,67.7383,2368
379,84.7723,144.966,67.7383,990
380,83.6892,142.586,65.1957,990
381,80.913,141.432,63.1906,990
382,78.049,140.341,61.2133,990
383,74.979,138.823,60.0823,990
384,73.1672,137.931,62.4899,990
385,72.501,137.734,66.0365,990
386,72.6032,137.658,69.664,990
387,73.3078,137.721,73.2278,990
388,74.6274,138.091,76.5777,990
389,76.4143,138.66,79.7016,990
390,78.6986,139.248,82.409,990
391,81.8139,139.866,83.0571,990
392,85.2718,140.421,82.1752,990
393,88.861,140.812,82.2588,990
394,92.314,140.997,83.364,990
395,95.4721,141.009,85.1819,990
396,98.3748,140.907,87.3879,990
397,84.7723,144.966,67.7383,9
398,84.6589,143.595,71.6929,9
399,82.5311,142.587,75.1044,9
400,79.9118,141.607,78.2168,9
401,77.1491,140.377,81.1089,9
402,74.9116,138.612,84.1449,9
403,71.9511,137.274,86.6543,9
404,68.8712,136.229,89.2661,9
405,66.1047,135.201,92.2316,9
406,63.5042,134.142,95.3371,9
407,61.012,132.982,98.494,9
408,58.7668,131.747,101.791,9
409,57.0155,130.591,105.405,9
410,55.925,129.616,109.284,9
411,56.5458,129.192,113.164,9
412,59.5204,129.491,116.096,9
413,62.344,129.764,119.166,9
414,64.4935,129.925,122.756,9
415,84.7723,144.966,67.7383,198
416,88.4679,143.25,68.606,198
417,92.3936,141.909,68.9358,198
418,96.352,140.632,69.1764,198
419,99.462,139.227,71.2911,198
420,101.095,137.937,74.7908,198
421,101.597,136.886,78.7606,198
422,101.452,136.049,82.8296,198
423,100.803,135.407,86.8841,198
424,99.9002,134.903,90.9197,198
425,99.3249,134.408,94.9948,198
426,99.4411,133.859,99.1144,198
427,99.8561,133.405,103.231,198
428,99.5109,133.295,107.213,198
429,96.7753,133.951,109.713,198
430,92.9281,135.472,109.219,198
431,89.099,137.039,108.731,198
432,85.3266,138.744,108.263,198
433,84.7723,144.966,67.7383,28
434,88.6162,143.319,67.7454,28
435,92.503,141.926,68.3831,28
436,96.3846,140.634,69.2476,28
437,99.3543,139.223,71.6586,28
438,100.837,137.936,75.2427,28
439,101.219,136.842,79.2362,28
440,100.937,135.929,83.2961,28
441,100.054,135.343,87.3212,28
442,99.0281,134.925,91.3501,28
443,98.7182,134.397,95.434,28
444,99.3886,133.784,99.5083,28
445,100.577,133.213,103.466,28
446,102.78,132.665,106.716,28
447,106.637,132.169,107.793,28
448,110.699,132.02,106.812,28
449,114.713,131.935,105.641,28
450,118.639,131.941,104.203,28
451,84.7723,144.966,67.7383,573
452,84.7752,143.355,65.7944,573
453,84.8273,141.704,63.8849,573
454,85.022,139.948,62.0848,573
455,85.439,138.092,60.4322,573
456,86.6546,136.277,59.4676,573
457,88.7375,135.115,59.8234,573
458,91.0273,134.174,60.1712,573
459,93.2381,133.072,59.8606,573
460,94.6852,131.728,58.6501,573
461,94.273,130.98,56.5406,573
462,95.0145,131.114,54.8823,573
463,97.092,131.434,53.4992,573
464,98.7706,131.722,51.6994,573
465,99.7053,131.863,49.3925,573
466,100.049,131.939,46.8955,573
467,100.193,132.186,44.3873,573
468,100.244,132.511,41.884,573
469,84.7723,144.966,67.7383,36
470,85.4809,143.834,71.7422,36
471,85.6708,142.617,75.7759,36
472,84.3045,141.293,79.4767,36
473,80.7773,140.22,81.2829,36
474,76.8264,138.929,81.6993,36
475,74.8117,138.195,78.6193,36
476,72.5152,137.59,75.1807,36
477,69.1769,136.959,72.8418,36
478,65.2225,136.345,71.5888,36
479,61.1426,135.7,70.7219,36
480,57.0366,135.039,70.0369,36
481,53.1252,134.563,70.5932,36
482,50.0874,134.34,73.3962,36
483,47.7818,134.098,76.8999,36
484,44.7342,133.928,79.7676,36
485,40.929,133.955,81.5638,36
486,36.7975,134.217,82.387,36
487,84.7723,144.966,67.7383,710
488,85.4833,143.859,71.0652,710
489,86.5692,142.833,74.3139,710
490,87.8403,141.851,77.5102,710
491,86.2117,140.671,79.9269,710
492,82.9176,139.939,81.0428,710
493,79.5043,139.464,81.9989,710
494,76.8457,138.925,80.266,710
495,74.9172,138.283,77.3507,710
496,73.2719,137.768,74.219,710
497,72.2175,137.562,70.8591,710
498,72.0509,137.605,67.308,710
499,72.3919,137.67,63.7494,710
500,72.7036,137.633,60.1946,710
501,72.4898,137.51,56.6366,710
502,71.6939,137.272,53.1622,710
503,70.4605,136.918,49.8234,710
504,69.0117,136.456,46.5848,710
505,84.7723,144.966,67.7383,93
506,84.2244,142.529,64.5461,93
507,82.45,140.528,61.523,93
508,80.3532,138.679,58.59,93
509,82.4563,136.431,57.5284,93
510,86.0936,134.702,57.2006,93
511,89.829,133.135,57.0878,93
512,93.6171,131.769,57.4432,93
513,97.2071,131.117,58.9735,93
514,100.196,131.313,61.5988,93
515,103.092,131.757,64.379,93
516,106.309,132.04,66.8221,93
517,109.711,132.181,69.0137,93
518,113.335,132.089,70.7671,93
519,117.172,131.728,72.0092,93
520,120.863,131.454,73.6533,93
521,124.337,131.305,75.7303,93
522,127.525,131.303,78.2333,93
523,84.7723,144.966,67.7383,5
524,84.8134,143.793,71.8266,5
525,84.0874,142.54,75.8201,5
526,81.8901,141.257,79.1724,5
527,78.4219,140.093,81.2515,5
528,75.1324,138.593,83.4731,5
529,71.9974,137.348,86.0492,5
530,69.0331,136.28,88.9016,5
531,66.2578,135.256,91.9552,5
532,63.5765,134.213,95.0877,5
533,60.9348,133.06,98.2146,5
534,58.5637,131.823,101.499,5
535,56.7213,130.615,105.134,5
536,54.8813,129.332,108.703,5
537,52.0265,127.817,111.255,5
538,47.9777,126.574,111.546,5
539,43.8447,125.912,111.095,5
540,40.1252,126.821,109.243,5
541,84.7723,144.966,67.7383,1
542,79.9436,143.806,71.572,1
543,75.05,142.729,75.3473,1
544,73.4378,141.022,79.9982,1
545,79.4508,139.778,81.2082,1
546,85.6423,138.906,80.693,1
547,91.8432,137.976,80.4902,1
548,97.6937,136.756,82.2184,1
549,100.205,135.449,87.2007,1
550,99.1143,134.668,93.2153,1
551,99.1824,133.666,99.316,1
552,99.0796,132.247,105.389,1
553,97.2169,130.147,110.813,1
554,94.1866,127.58,115.67,1
555,91.3847,124.968,120.624,1
556,89.1734,122.245,125.823,1
557,87.4821,119.474,131.14,1
558,88.0537,116.632,136.704,1
559,84.7723,144.966,67.7383,86
560,85.7582,143.825,71.6825,86
561,86.4975,142.649,75.6694,86
562,86.1093,141.329,79.6321,86
563,82.6933,140.222,81.5401,86
564,78.6471,139.253,81.916,86
565,75.886,138.509,79.3429,86
566,73.2995,137.838,76.0823,86
567,70.0447,137.179,73.5678,86
568,66.2269,136.548,71.935,86
569,62.1947,135.891,70.8987,86
570,58.1061,135.186,70.1127,86
571,54.5314,134.706,68.4825,86
572,52.5379,134.681,64.8499,86
573,51.5876,134.602,60.7596,86
574,49.6289,134.625,57.0461,86
575,46.6322,134.769,54.1024,86
576,42.8353,135.026,52.2727,86
577,84.7723,144.966,67.7383,8
578,88.5259,143.393,68.1584,8
579,92.3458,142.016,68.6577,8
580,96.1888,140.715,69.1873,8
581,99.2579,139.312,71.3153,8
582,100.922,138.025,74.7186,8
583,101.436,136.976,78.6088,8
584,101.31,136.138,82.6025,8
585,100.707,135.475,86.586,8
586,99.7661,134.962,90.532,8
587,99.0843,134.474,94.5144,8
588,99.2387,133.903,98.5372,8
589,99.9941,133.362,102.52,8
590,100.737,132.92,106.514,8
591,101.033,132.272,110.53,8
592,100.885,131.189,114.473,8
593,100.835,129.979,118.381,8
594,100.999,128.641,122.244,8
595,84.7723,144.966,67.7383,87
596,84.671,142.795,65.3978,87
597,85.7561,140.59,63.4063,87
598,87.573,138.527,61.8094,87
599,89.8081,136.488,60.8729,87
600,92.1913,134.931,61.6247,87
601,94.7109,133.336,61.8724,87
602,95.6325,131.713,59.28,87
603,94.9876,130.318,56.5018,87
604,93.7772,129.095,53.8182,87
605,92.9525,127.713,51.072,87
606,92.3149,126.196,48.3358,87
607,91.5461,124.614,45.6742,87
608,90.4361,123.008,43.1591,87
609,89.3042,121.147,40.8841,87
610,88.6826,118.721,38.9063,87
611,88.0193,116.139,37.1496,87
612,87.1819,113.519,35.5253,87
613,98.3748,140.907,87.3879,11
614,98.1264,139.42,90.8476,11
615,98.2353,137.744,94.2255,11
616,98.645,135.874,97.4749,11
617,98.9216,133.731,100.565,11
618,96.4054,132.489,102.547,11
619,93.6606,131.452,104.873,11
620,91.1634,130.381,107.491,11
621,88.6924,129.258,110.113,11
622,86.2916,128.063,112.766,11
623,84.0455,126.792,115.518,11
624,82.3145,125.362,118.494,11
625,81.3783,123.972,121.849,11
626,81.3669,122.979,125.245,11
627,83.5881,121.505,127.916,11
628,85.8617,119.935,130.481,11
629,87.6446,118.254,133.321,11
630,88.0537,116.632,136.704,11
631,98.3748,140.907,87.3879,26
632,94.8778,140.603,84.5332,26
633,92.6547,140.064,80.6602,26
634,91.61,139.068,76.4036,26
635,91.4072,137.781,72.0854,26
636,91.7934,136.327,67.8274,26
637,92.9119,134.603,63.8279,26
638,95.1348,132.516,60.5984,26
639,98.2101,130.221,58.2591,26
640,101.662,127.908,56.4797,26
641,105.223,125.63,54.8671,26
642,108.766,123.36,53.2043,26
643,112.25,121.086,51.4348,26
644,115.561,118.802,49.3689,26
645,118.942,116.972,47.0624,26
646,123.198,117.928,46.3059,26
647,126.965,120.304,47.087,26
648,130.84,122.381,48.1536,26
649,98.3748,140.907,87.3879,54
650,98.6298,139.377,90.854,54
651,98.4298,137.968,94.372,54
652,97.9363,136.647,97.8964,54
653,99.4875,134.471,100.167,54
654,102.288,133.21,98.5756,54
655,105.691,132.026,98.7641,54
656,109.179,130.796,99.6226,54
657,112.606,129.542,100.668,54
658,115.954,128.247,101.903,54
659,119.22,126.883,103.277,54
660,122.571,125.523,104.317,54
661,126.074,124.471,104.004,54
662,129.599,123.889,102.777,54
663,133.309,123.496,102.294,54
664,137.03,122.889,102.745,54
665,140.722,122.284,103.396,54
666,144.409,121.723,104.113,54
667,98.3748,140.907,87.3879,2
668,97.9708,139.089,91.4981,2
669,98.4964,137.016,95.4617,2
670,98.9655,134.717,99.3145,2
671,97.0609,132.709,102.638,2
672,93.681,131.397,105.276,2
673,90.3872,130.226,108.121,2
674,87.2602,128.943,111.109,2
675,84.1891,127.588,114.124,2
676,82.0049,125.873,117.554,2
677,80.9361,123.702,121.338,2
678,80.3256,121.137,124.986,2
679,79.8037,118.205,128.374,2
680,78.8749,115.199,131.524,2
681,76.6594,112.348,134.211,2
682,73.7509,109.939,136.624,2
683,69.9988,108.368,138.574,2
684,66.0967,107.108,140.457,2
685,98.3748,140.907,87.3879,35
686,98.1112,139.446,90.961,35
687,98.0087,137.859,94.4874,35
688,98.3605,135.966,97.8342,35
689,100.735,133.725,99.3313,35
690,104.253,132.462,98.6126,35
691,107.802,131.26,99.3046,35
692,111.312,130.008,100.345,35
693,114.78,128.702,101.456,35
694,118.214,127.336,102.603,35
695,121.524,125.868,103.947,35
696,124.031,124.371,106.199,35
697,124.978,123.055,109.619,35
698,124.781,121.974,113.315,35
699,124.135,120.96,116.992,35
700,123.454,119.843,120.633,35
701,122.751,118.768,124.282,35
702,122.013,117.828,127.962,35
703,85.3266,138.744,108.263,1014
704,88.6491,137.354,108.692,1014
705,91.978,135.963,109.066,1014
706,95.3118,134.572,109.391,1014
707,98.1586,133.705,107.853,1014
708,99.5172,133.523,104.694,1014
709,99.7107,133.736,101.101,1014
710,99.538,134.119,97.4989,1014
711,99.5987,134.545,93.9178,1014
712,100.297,134.862,90.3823,1014
713,100.218,134.552,91.4529,1014
714,99.5726,134.02,94.9816,1014
715,99.4325,133.614,98.5446,1014
716,99.474,134.121,100.035,1014
717,98.7699,136.112,97.0944,1014
718,98.3014,137.851,93.9501,1014
719,98.1479,139.448,90.7006,1014
720,98.3748,140.907,87.3879,1014
721,85.3266,138.744,108.263,172
722,89.099,137.039,108.731,172
723,92.9281,135.472,109.219,172
724,96.7753,133.951,109.713,172
725,99.5109,133.295,107.213,172
726,99.8561,133.405,103.231,172
727,99.4411,133.859,99.1144,172
728,99.3249,134.408,94.9948,172
729,99.9002,134.903,90.9196,172
730,100.803,135.407,86.8841,172
731,101.452,136.049,82.8296,172
732,101.597,136.886,78.7606,172
733,101.095,137.937,74.7908,172
734,99.462,139.227,71.2911,172
735,96.352,140.632,69.1764,172
736,92.3936,141.909,68.9358,172
737,88.4679,143.25,68.606,172
738,84.7723,144.966,67.7383,172
739,85.3266,138.744,108.263,2456
740,85.3266,138.744,108.263,2456
741,85.3266,138.744,108.263,2456
742,85.3266,138.744,108.263,2456
743,85.3266,138.744,108.263,2456
744,85.3266,138.744,108.263,2456
745,85.3266,138.744,108.263,2456
746,85.3266,138.744,108.263,2456
747,85.3266,138.744,108.263,2456
748,85.3266,138.744,108.263,2456
749,85.3266,138.744,108.263,2456
750,85.3266,138.744,108.263,2456
751,85.3266,138.744,108.263,2456
752,85.3266,138.744,108.263,2456
753,85.3266,138.744,108.263,2456
754,85.3266,138.744,108.263,2456
755,85.3266,138.744,108.263,2456
756,85.3266,138.744,108.263,2456
757,85.3266,138.744,108.263,964
758,88.2874,136.146,110.691,964
759,92.1955,134.018,111.853,964
760,96.4919,132.384,111.721,964
761,98.9121,132.612,108.112,964
762,100.027,133.159,103.691,964
763,98.9409,133.791,99.3524,964
764,97.0513,134.584,95.2106,964
765,93.7329,135.414,92.4595,964
766,89.5745,136.205,90.593,964
767,85.3966,136.959,88.7544,964
768,81.2491,137.699,86.8427,964
769,77.1317,138.599,84.9552,964
770,72.9578,139.908,83.5454,964
771,68.7378,141.17,83.6656,964
772,66.0955,141.662,87.3915,964
773,64.5003,141.797,91.7297,964
774,63.3678,141.805,96.2157,964
775,85.3266,138.744,108.263,31
776,88.9295,137.214,108.591,31
777,92.5606,135.741,108.862,31
778,96.2064,134.3,109.101,31
779,99.0343,133.517,106.902,31
780,99.8214,133.443,103.237,31
781,99.6526,133.799,99.3393,31
782,99.4751,134.323,95.4523,31
783,99.7949,134.814,91.586,31
784,100.648,135.246,87.7829,31
785,101.569,135.715,83.9981,31
786,102.124,136.315,80.1639,31
787,102.143,137.145,76.3463,31
788,101.596,138.174,72.5962,31
789,101.489,138.849,68.8974,31
790,103.836,138.359,65.7971,31
791,106.78,137.838,63.2872,31
792,110.508,137.614,62.0705,31
793,85.3266,138.744,108.263,85
794,84.455,138.619,104.554,85
