id,pos_x,pos_y,pos_z,area
96,84.7723,144.966,67.7383,377
97,79.4212,144.176,74.8576,377
98,74.0701,143.386,81.977,377
99,68.7189,142.595,89.0963,377
100,63.3678,141.805,96.2157,377
101,84.7723,144.966,67.7383,2368
102,84.7723,144.966,67.7383,2368
103,84.7723,144.966,67.7383,2368
104,84.7723,144.966,67.7383,2368
105,84.7723,144.966,67.7383,2368
106,84.7723,144.966,67.7383,990
107,88.173,143.952,72.6507,990
108,91.5736,142.937,77.5631,990
109,94.9742,141.922,82.4755,990
110,98.3748,140.907,87.3879,990
111,84.7723,144.966,67.7383,9
112,79.7026,141.206,81.4927,9
113,74.6329,137.445,95.2471,9
114,69.5632,133.685,109.002,9
115,64.4935,129.925,122.756,9
116,84.7723,144.966,67.7383,198
117,84.9109,143.411,77.8695,198
118,85.0495,141.855,88.0007,198
119,85.188,140.299,98.132,198
120,85.3266,138.744,108.263,198
121,84.7723,144.966,67.7383,28
122,93.2391,141.71,76.8544,28
123,101.706,138.454,85.9704,28
124,110.173,135.197,95.0865,28
125,118.639,131.941,104.203,28
126,84.7723,144.966,67.7383,573
127,88.6402,141.853,61.2747,573
128,92.508,138.739,54.8111,573
129,96.3758,135.625,48.3476,573
130,100.244,132.511,41.884,573
131,84.7723,144.966,67.7383,36
132,72.7786,142.279,71.4005,36
133,60.7849,139.592,75.0626,36
134,48.7912,136.905,78.7248,36
135,36.7975,134.217,82.387,36
136,84.7723,144.966,67.7383,710
137,80.8322,142.839,62.4499,710
138,76.892,140.711,57.1615,710
139,72.9518,138.584,51.8731,710
140,69.0117,136.456,46.5848,710
141,84.7723,144.966,67.7383,93
142,95.4606,141.55,70.362,93
143,106.149,138.135,72.9858,93
144,116.837,134.719,75.6095,93
145,127.525,131.303,78.2333,93
146,84.7723,144.966,67.7383,5
147,73.6105,140.43,78.1144,5
148,62.4488,135.894,88.4906,5
149,51.287,131.357,98.8667,5
150,40.1252,126.821,109.243,5
151,84.7723,144.966,67.7383,1
152,85.5927,137.883,84.9798,1
153,86.413,130.799,102.221,1
154,87.2334,123.716,119.463,1
155,88.0537,116.632,136.704,1
156,84.7723,144.966,67.7383,86
157,74.2881,142.481,63.8719,86
158,63.8038,139.996,60.0055,86
159,53.3195,137.511,56.1391,86
160,42.8353,135.026,52.2727,86
161,84.7723,144.966,67.7383,8
162,88.8291,140.885,81.3646,8
163,92.8858,136.804,94.991,8
164,96.9425,132.722,108.617,8
165,100.999,128.641,122.244,8
166,84.7723,144.966,67.7383,87
167,85.3747,137.105,59.685,87
168,85.9771,129.243,51.6318,87
169,86.5795,121.381,43.5786,87
170,87.1819,113.519,35.5253,87
171,98.3748,140.907,87.3879,11
172,95.7945,134.838,99.717,11
173,93.2142,128.77,112.046,11
174,90.634,122.701,124.375,11
175,88.0537,116.632,136.704,11
176,98.3748,140.907,87.3879,26
177,106.491,136.276,77.5793,26
178,114.608,131.644,67.7708,26
179,122.724,127.013,57.9622,26
180,130.84,122.381,48.1536,26
181,98.3748,140.907,87.3879,54
182,109.883,136.111,91.5692,54
183,121.392,131.315,95.7504,54
184,132.9,126.519,99.9317,54
185,144.409,121.723,104.113,54
186,98.3748,140.907,87.3879,2
187,90.3052,132.457,100.655,2
188,82.2357,124.007,113.923,2
189,74.1662,115.558,127.19,2
190,66.0967,107.108,140.457,2
191,98.3748,140.907,87.3879,35
192,104.284,135.137,97.5315,35
193,110.194,129.368,107.675,35
194,116.103,123.598,117.819,35
195,122.013,117.828,127.962,35
196,85.3266,138.744,108.263,1014
197,88.5886,139.284,103.044,1014
198,91.8507,139.825,97.8255,1014
199,95.1127,140.366,92.6067,1014
200,98.3748,140.907,87.3879,1014
201,85.3266,138.744,108.263,172
202,85.188,140.299,98.132,172
203,85.0495,141.855,88.0007,172
204,84.9109,143.411,77.8695,172
205,84.7723,144.966,67.7383,172
206,85.3266,138.744,108.263,2456
207,85.3266,138.744,108.263,2456
208,85.3266,138.744,108.263,2456
209,85.3266,138.744,108.263,2456
210,85.3266,138.744,108.263,2456
211,85.3266,138.744,108.263,964
212,79.8369,139.509,105.251,964
213,74.3472,140.274,102.239,964
214,68.8575,141.04,99.2276,964
215,63.3678,141.805,96.2157,964
216,85.3266,138.744,108.263,31
217,91.6219,138.461,96.715,31
218,97.9171,138.179,85.1668,31
219,104.212,137.897,73.6187,31
220,110.508,137.614,62.0705,31
221,85.3266,138.744,108.263,85
222,79.0832,140.095,98.986,85
223,72.8398,141.446,89.7087,85
224,66.5964,142.797,80.4315,85
225,60.3529,144.149,71.1542,85
226,85.3266,138.744,108.263,901
227,89.2447,136.218,111.758,901
228,93.1629,133.692,115.253,901
229,97.081,131.167,118.749,901
230,100.999,128.641,122.244,901
231,85.3266,138.744,108.263,881
232,80.1183,136.539,111.886,881
233,74.91,134.334,115.51,881
234,69.7017,132.129,119.133,881
235,64.4935,129.925,122.756,881
236,85.3266,138.744,108.263,46
237,95.8763,136.883,100.756,46
238,106.426,135.023,93.2482,46
239,116.976,133.163,85.7408,46
240,127.525,131.303,78.2333,46
241,85.3266,138.744,108.263,24
242,73.1943,137.612,101.794,24
243,61.062,136.48,95.3251,24
244,48.9298,135.349,88.856,24
245,36.7975,134.217,82.387,24
246,85.3266,138.744,108.263,484
247,93.6548,137.043,107.248,484
248,101.983,135.342,106.233,484
249,110.311,133.642,105.218,484
250,118.639,131.941,104.203,484
251,85.3266,138.744,108.263,2
252,81.2479,138.172,92.8436,2
253,77.1691,137.6,77.424,2
254,73.0904,137.028,62.0044,2
255,69.0117,136.456,46.5848,2
256,63.3678,141.805,96.2157,13
257,75.1528,140.757,87.6794,13
258,86.9378,139.71,79.1431,13
259,98.7227,138.662,70.6068,13
260,110.508,137.614,62.0705,13
261,63.3678,141.805,96.2157,50
262,72.7757,138.514,102.723,50
263,82.1835,135.223,109.23,50
264,91.5913,131.932,115.737,50
265,100.999,128.641,122.244,50
266,63.3678,141.805,96.2157,430
267,68.719,142.595,89.0963,430
268,74.0701,143.386,81.977,430
269,79.4212,144.176,74.8576,430
270,84.7723,144.966,67.7383,430
271,63.3678,141.805,96.2157,918
272,68.8575,141.04,99.2276,918
273,74.3472,140.274,102.239,918
274,79.8369,139.509,105.251,918
275,85.3266,138.744,108.263,918
276,63.3678,141.805,96.2157,2591
277,63.3678,141.805,96.2157,2591
278,63.3678,141.805,96.2157,2591
279,63.3678,141.805,96.2157,2591
280,63.3678,141.805,96.2157,2591
281,63.3678,141.805,96.2157,407
282,72.1196,141.58,94.0087,407
283,80.8713,141.356,91.8018,407
284,89.623,141.132,89.5948,407
285,98.3748,140.907,87.3879,407
286,63.3678,141.805,96.2157,824
287,62.6141,142.391,89.9503,824
288,61.8604,142.977,83.6849,824
289,61.1067,143.563,77.4196,824
290,60.3529,144.149,71.1542,824
291,63.3678,141.805,96.2157,736
292,63.6492,138.835,102.851,736
293,63.9306,135.865,109.486,736
294,64.212,132.895,116.121,736
295,64.4935,129.925,122.756,736
296,63.3678,141.805,96.2157,636
297,56.7252,139.908,92.7585,636
298,50.0827,138.011,89.3013,636
299,43.4401,136.114,85.8441,636
300,36.7975,134.217,82.387,636
301,63.3678,141.805,96.2157,13
302,77.1857,139.339,98.2124,13
303,91.0036,136.873,100.209,13
304,104.821,134.407,102.206,13
305,118.639,131.941,104.203,13
306,63.3678,141.805,96.2157,3
307,79.4072,139.179,91.7201,3
308,95.4466,136.554,87.2245,3
309,111.486,133.928,82.7289,3
310,127.525,131.303,78.2333,3
311,63.3678,141.805,96.2157,29
312,64.7788,140.468,83.808,29
313,66.1897,139.131,71.4002,29
314,67.6007,137.794,58.9925,29
315,69.0117,136.456,46.5848,29
316,84.7723,144.966,67.7383,25
317,96.2894,139.32,62.8421,25
318,107.806,133.674,57.946,25
319,119.323,128.028,53.0498,25
320,130.84,122.381,48.1536,25
321,84.7723,144.966,67.7383,6
322,74.709,139.786,57.326,6
323,64.6457,134.605,46.9138,6
324,54.5824,129.425,36.5015,6
325,44.5191,124.245,26.0893,6
326,85.3266,138.744,108.263,304
327,86.0084,133.216,115.374,304
328,86.6902,127.688,122.484,304
329,87.3719,122.16,129.594,304
330,88.0537,116.632,136.704,304
331,85.3266,138.744,108.263,9
332,100.097,134.488,107.226,9
333,114.868,130.233,106.188,9
334,129.638,125.978,105.151,9
335,144.409,121.723,104.113,9
336,85.3266,138.744,108.263,74
337,74.0262,135.763,108.508,74
338,62.7259,132.782,108.753,74
339,51.4255,129.802,108.998,74
340,40.1252,126.821,109.243,74
341,63.3678,141.805,96.2157,742
342,57.5572,138.059,99.4725,742
343,51.7465,134.313,102.729,742
344,45.9358,130.567,105.986,742
345,40.1252,126.821,109.243,742
346,63.3678,141.805,96.2157,24
347,69.5393,135.512,106.338,24
348,75.7108,129.218,116.46,24
349,81.8822,122.925,126.582,24
350,88.0537,116.632,136.704,24
351,63.3678,141.805,96.2157,9
352,51.2003,135.602,88.9476,9
353,39.0327,129.399,81.6795,9
354,26.8651,123.196,74.4113,9
355,14.6976,116.993,67.1432,9
356,63.3678,141.805,96.2157,49
357,58.2347,140.11,85.2299,49
358,53.1015,138.416,74.2442,49
359,47.9684,136.721,63.2584,49
360,42.8353,135.026,52.2727,49
361,63.3678,141.805,96.2157,15
362,64.05,133.131,107.276,15
363,64.7322,124.456,118.337,15
364,65.4145,115.782,129.397,15
365,66.0967,107.108,140.457,15
366,63.3678,141.805,96.2157,2
367,72.5868,139.481,82.6328,2
368,81.8057,137.158,69.0498,2
369,91.0247,134.835,55.4669,2
370,100.244,132.511,41.884,2
371,60.3529,144.149,71.1542,2056
372,60.3529,144.149,71.1542,2056
373,60.3529,144.149,71.1542,2056
374,60.3529,144.149,71.1542,2056
375,60.3529,144.149,71.1542,2056
376,60.3529,144.149,71.1542,650
377,62.5176,142.226,65.0118,650
378,64.6823,140.303,58.8695,650
379,66.847,138.379,52.7271,650
380,69.0117,136.456,46.5848,650
381,60.3529,144.149,71.1542,833
382,61.1067,143.563,77.4196,833
383,61.8604,142.977,83.6849,833
384,62.6141,142.391,89.9503,833
385,63.3678,141.805,96.2157,833
386,60.3529,144.149,71.1542,173
387,69.8584,143.338,75.2126,173
388,79.3639,142.528,79.271,173
389,88.8693,141.717,83.3295,173
390,98.3748,140.907,87.3879,173
391,60.3529,144.149,71.1542,800
392,66.4578,144.353,70.3002,800
393,72.5626,144.558,69.4462,800
394,78.6675,144.762,68.5923,800
395,84.7723,144.966,67.7383,800
396,60.3529,144.149,71.1542,686
397,54.4641,141.666,73.9624,686
398,48.5752,139.183,76.7706,686
399,42.6864,136.7,79.5788,686
400,36.7975,134.217,82.387,686
401,60.3529,144.149,71.1542,70
402,66.5964,142.797,80.4315,70
403,72.8398,141.446,89.7087,70
404,79.0832,140.095,98.986,70
405,85.3266,138.744,108.263,70
406,60.3529,144.149,71.1542,27
407,72.8916,142.515,68.8833,27
408,85.4303,140.882,66.6123,27
409,97.969,139.248,64.3414,27
410,110.508,137.614,62.0705,27
411,60.3529,144.149,71.1542,73
412,55.296,139.817,80.6764,73
413,50.2391,135.485,90.1985,73
414,45.1821,131.153,99.7207,73
415,40.1252,126.821,109.243,73
416,60.3529,144.149,71.1542,51
417,70.3256,141.239,63.8367,51
418,80.2983,138.33,56.5191,51
419,90.271,135.421,49.2015,51
420,100.244,132.511,41.884,51
421,60.3529,144.149,71.1542,684
422,55.9735,141.868,66.4338,684
423,51.5941,139.587,61.7134,684
424,47.2147,137.307,56.993,684
425,42.8353,135.026,52.2727,684
426,60.3529,144.149,71.1542,1
427,70.5145,140.272,83.9266,1
428,80.6761,136.395,96.699,1
429,90.8376,132.518,109.471,1
430,100.999,128.641,122.244,1
431,85.3266,138.744,108.263,1
432,101.396,130.04,112.963,1
433,117.466,121.337,117.663,1
434,133.535,112.634,122.363,1
435,149.605,103.93,127.064,1
436,85.3266,138.744,108.263,43
437,94.4981,133.515,113.188,43
438,103.67,128.286,118.113,43
439,112.841,123.057,123.038,43
440,122.013,117.828,127.962,43
441,63.3678,141.805,96.2157,1
442,69.3213,134.733,81.0431,1
443,75.2748,127.662,65.8705,1
444,81.2284,120.59,50.6979,1
445,87.1819,113.519,35.5253,1
446,60.3529,144.149,71.1542,25
447,67.0602,136.491,62.247,25
448,73.7674,128.834,53.3398,25
449,80.4746,121.176,44.4325,25
450,87.1819,113.519,35.5253,25
451,60.3529,144.149,71.1542,1
452,61.4151,135.444,56.0557,1
453,62.4773,126.74,40.9573,1
454,63.5395,118.036,25.8588,1
455,64.6017,109.332,10.7603,1
456,60.3529,144.149,71.1542,1
457,73.3801,126.912,91.0566,1
458,86.4072,109.675,110.959,1
459,99.4344,92.4386,130.861,1
460,112.462,75.202,150.764,1
461,60.3529,144.149,71.1542,12
462,61.3881,140.593,84.0546,12
463,62.4232,137.037,96.9551,12
464,63.4583,133.481,109.855,12
465,64.4935,129.925,122.756,12
466,84.7723,144.966,67.7383,1
467,67.2537,137.973,67.5895,1
468,49.735,130.98,67.4408,1
469,32.2163,123.986,67.292,1
470,14.6976,116.993,67.1432,1
471,84.7723,144.966,67.7383,4
472,79.7297,136.058,53.4938,4
473,74.687,127.149,39.2493,4
474,69.6444,118.241,25.0048,4
475,64.6017,109.332,10.7603,4
476,84.7723,144.966,67.7383,4
477,93.2994,135.778,58.3592,4
478,101.826,126.59,48.98,4
479,110.353,117.402,39.6009,4
480,118.88,108.213,30.2218,4
481,110.508,137.614,62.0705,703
482,104.074,139.452,63.4874,703
483,97.64,141.29,64.9044,703
484,91.2062,143.128,66.3213,703
485,84.7723,144.966,67.7383,703
486,110.508,137.614,62.0705,2148
487,110.508,137.614,62.0705,2148
488,110.508,137.614,62.0705,2148
489,110.508,137.614,62.0705,2148
490,110.508,137.614,62.0705,2148
491,110.508,137.614,62.0705,1027
492,107.942,136.339,57.0238,1027
493,105.376,135.063,51.9772,1027
494,102.81,133.787,46.9306,1027
495,100.244,132.511,41.884,1027
496,110.508,137.614,62.0705,699
497,107.474,138.438,68.3998,699
498,104.441,139.261,74.7292,699
499,101.408,140.084,81.0585,699
500,98.3748,140.907,87.3879,699
501,110.508,137.614,62.0705,113
502,112.541,136.196,72.6035,113
503,114.574,134.778,83.1365,113
504,116.606,133.359,93.6696,113
505,118.639,131.941,104.203,113
506,110.508,137.614,62.0705,1020
507,114.762,136.036,66.1112,1020
508,119.016,134.459,70.1519,1020
509,123.271,132.881,74.1926,1020
510,127.525,131.303,78.2333,1020
511,110.508,137.614,62.0705,12
512,98.7227,138.662,70.6068,12
513,86.9378,139.71,79.1431,12
514,75.1528,140.757,87.6794,12
515,63.3678,141.805,96.2157,12
516,110.508,137.614,62.0705,97
517,100.134,137.325,58.199,97
518,89.7597,137.035,54.3276,97
519,79.3857,136.746,50.4562,97
520,69.0117,136.456,46.5848,97
521,110.508,137.614,62.0705,24
522,104.212,137.897,73.6187,24
523,97.9171,138.179,85.1668,24
524,91.6219,138.461,96.715,24
525,85.3266,138.744,108.263,24
526,98.3748,140.907,87.3879,7
527,111.994,135.403,82.8477,7
528,125.614,129.9,78.3075,7
529,139.233,124.396,73.7673,7
530,152.853,118.892,69.2271,7
531,85.3266,138.744,108.263,50
532,80.5191,130.835,116.312,50
533,75.7116,122.926,124.36,50
534,70.9041,115.017,132.409,50
535,66.0967,107.108,140.457,50
536,63.3678,141.805,96.2157,15
537,57.5957,133.259,104.036,15
538,51.8235,124.712,111.856,15
539,46.0514,116.166,119.676,15
540,40.2793,107.619,127.496,15
541,60.3529,144.149,71.1542,29
542,56.3945,139.173,59.888,29
543,52.436,134.197,48.6217,29
544,48.4775,129.221,37.3555,29
545,44.5191,124.245,26.0893,29
546,84.7723,144.966,67.7383,1
547,88.9049,130.476,58.8579,1
548,93.0375,115.985,49.9775,1
549,97.17,101.495,41.0972,1
550,101.303,87.0044,32.2168,1
551,110.508,137.614,62.0705,757
552,115.591,133.806,58.5913,757
553,120.674,129.998,55.112,757
554,125.757,126.19,51.6328,757
555,130.84,122.381,48.1536,757
556,110.508,137.614,62.0705,84
557,104.676,131.591,55.4342,84
558,98.8448,125.567,48.7979,84
559,93.0133,119.543,42.1616,84
560,87.1819,113.519,35.5253,84
561,110.508,137.614,62.0705,26
562,97.969,139.248,64.3414,26
563,85.4303,140.882,66.6123,26
564,72.8916,142.515,68.8833,26
565,60.3529,144.149,71.1542,26
566,110.508,137.614,62.0705,92
567,112.601,130.264,54.1083,92
568,114.694,122.914,46.1461,92
569,116.787,115.564,38.1839,92
570,118.88,108.213,30.2218,92
571,110.508,137.614,62.0705,11
572,118.983,133.642,72.5811,11
573,127.458,129.669,83.0917,11
574,135.933,125.696,93.6024,11
575,144.409,121.723,104.113,11
576,110.508,137.614,62.0705,64
577,121.094,132.934,63.8596,64
578,131.68,128.253,65.6488,64
579,142.266,123.573,67.438,64
580,152.853,118.892,69.2271,64
581,110.508,137.614,62.0705,2
582,108.131,135.371,77.1138,2
583,105.753,133.128,92.1571,2
584,103.376,130.884,107.2,2
585,100.999,128.641,122.244,2
586,60.3529,144.149,71.1542,20
587,48.9391,137.36,70.1515,20
588,37.5253,130.571,69.1487,20
589,26.1114,123.782,68.146,20
590,14.6976,116.993,67.1432,20
591,60.3529,144.149,71.1542,18
592,50.3976,137.362,64.9972,18
593,40.4423,130.576,58.8402,18
594,30.487,123.789,52.6833,18
595,20.5317,117.003,46.5263,18
596,84.7723,144.966,67.7383,1
597,68.7122,137.976,62.4353,1
598,52.652,130.985,57.1323,1
599,36.5919,123.994,51.8293,1
600,20.5317,117.003,46.5263,1
601,127.525,131.303,78.2333,678
602,120.238,133.704,80.5219,678
603,112.95,136.105,82.8106,678
604,105.662,138.506,85.0992,678
605,98.3748,140.907,87.3879,678
606,127.525,131.303,78.2333,2999
607,127.525,131.303,78.2333,2999
608,127.525,131.303,78.2333,2999
609,127.525,131.303,78.2333,2999
610,127.525,131.303,78.2333,2999
611,127.525,131.303,78.2333,1061
612,123.271,132.881,74.1926,1061
613,119.016,134.459,70.1519,1061
614,114.762,136.036,66.1112,1061
615,110.508,137.614,62.0705,1061
616,127.525,131.303,78.2333,105
617,116.837,134.719,75.6095,105
618,106.149,138.135,72.9858,105
619,95.4606,141.55,70.362,105
620,84.7723,144.966,67.7383,105
621,127.525,131.303,78.2333,52
622,116.976,133.163,85.7408,52
623,106.426,135.023,93.2482,52
624,95.8763,136.883,100.756,52
625,85.3266,138.744,108.263,52
626,127.525,131.303,78.2333,656
627,131.746,128.908,84.7032,656
628,135.967,126.513,91.1731,656
629,140.188,124.118,97.6431,656
630,144.409,121.723,104.113,656
631,127.525,131.303,78.2333,84
632,120.705,131.605,69.146,84
633,113.884,131.907,60.0586,84
634,107.064,132.209,50.9713,84
635,100.244,132.511,41.884,84
636,127.525,131.303,78.2333,837
637,125.304,131.462,84.7256,837
638,123.082,131.622,91.2179,837
639,120.861,131.782,97.7103,837
640,118.639,131.941,104.203,837
641,127.525,131.303,78.2333,865
642,133.857,128.2,75.9818,865
643,140.189,125.097,73.7302,865
644,146.521,121.995,71.4787,865
645,152.853,118.892,69.2271,865
646,127.525,131.303,78.2333,722
647,128.354,129.072,70.7134,722
648,129.183,126.842,63.1935,722
649,130.012,124.612,55.6735,722
650,130.84,122.381,48.1536,722
651,127.525,131.303,78.2333,37
652,120.894,130.637,89.2359,37
653,114.262,129.972,100.239,37
654,107.631,129.306,111.241,37
655,100.999,128.641,122.244,37
656,127.525,131.303,78.2333,30
657,126.147,127.934,90.6656,30
658,124.769,124.565,103.098,30
659,123.391,121.197,115.53,30
660,122.013,117.828,127.962,30
661,118.639,131.941,104.203,2667
662,118.639,131.941,104.203,2667
663,118.639,131.941,104.203,2667
664,118.639,131.941,104.203,2667
665,118.639,131.941,104.203,2667
666,118.639,131.941,104.203,820
667,113.573,134.183,99.9989,820
668,108.507,136.424,95.7952,820
669,103.441,138.666,91.5916,820
670,98.3748,140.907,87.3879,820
671,118.639,131.941,104.203,893
672,120.861,131.782,97.7103,893
673,123.082,131.622,91.2179,893
674,125.304,131.462,84.7256,893
675,127.525,131.303,78.2333,893
676,118.639,131.941,104.203,822
677,114.229,131.116,108.713,822
678,109.819,130.291,113.223,822
679,105.409,129.466,117.733,822
680,100.999,128.641,122.244,822
681,118.639,131.941,104.203,63
682,127.193,128.679,95.4587,63
683,135.746,125.417,86.7149,63
684,144.299,122.154,77.971,63
685,152.853,118.892,69.2271,63
686,118.639,131.941,104.203,926
687,125.082,129.387,104.18,926
688,131.524,126.832,104.158,926
689,137.966,124.278,104.135,926
690,144.409,121.723,104.113,926
691,118.639,131.941,104.203,367
692,110.311,133.642,105.218,367
693,101.983,135.342,106.233,367
694,93.6548,137.043,107.248,367
695,85.3266,138.744,108.263,367
696,118.639,131.941,104.203,110
697,116.606,133.359,93.6696,110
698,114.574,134.778,83.1365,110
699,112.541,136.196,72.6035,110
700,110.508,137.614,62.0705,110
701,118.639,131.941,104.203,719
702,119.483,128.413,110.143,719
703,120.326,124.885,116.083,719
704,121.169,121.356,122.022,719
705,122.013,117.828,127.962,719
706,118.639,131.941,104.203,20
707,110.173,135.197,95.0865,20
708,101.706,138.454,85.9704,20
709,93.2391,141.71,76.8544,20
710,84.7723,144.966,67.7383,20
711,118.639,131.941,104.203,1
712,104.068,134.993,95.9405,1
713,89.4962,138.045,87.6784,1
714,74.9246,141.097,79.4163,1
715,60.3529,144.149,71.1542,1
716,118.639,131.941,104.203,58
717,110.993,128.114,112.328,58
718,103.347,124.287,120.454,58
719,95.7001,120.459,128.579,58
720,88.0537,116.632,136.704,58
721,118.639,131.941,104.203,15
722,104.821,134.407,102.206,15
723,91.0036,136.873,100.209,15
724,77.1857,139.339,98.2124,15
725,63.3678,141.805,96.2157,15
726,118.639,131.941,104.203,22
727,105.103,131.437,108.841,22
728,91.5664,130.933,113.479,22
729,78.0299,130.429,118.118,22
730,64.4935,129.925,122.756,22
731,100.999,128.641,122.244,266
732,100.343,131.708,113.53,266
733,99.687,134.774,104.816,266
734,99.0309,137.841,96.1018,266
735,98.3748,140.907,87.3879,266
736,100.999,128.641,122.244,925
737,97.081,131.167,118.749,925
738,93.1629,133.692,115.253,925
739,89.2447,136.218,111.758,925
740,85.3266,138.744,108.263,925
741,100.999,128.641,122.244,867
742,105.409,129.466,117.733,867
743,109.819,130.291,113.223,867
744,114.229,131.116,108.713,867
745,118.639,131.941,104.203,867
746,100.999,128.641,122.244,836
747,106.253,125.938,123.673,836
748,111.506,123.235,125.103,836
749,116.759,120.531,126.533,836
750,122.013,117.828,127.962,836
751,100.999,128.641,122.244,2014
752,100.999,128.641,122.244,2014
753,100.999,128.641,122.244,2014
754,100.999,128.641,122.244,2014
755,100.999,128.641,122.244,2014
756,100.999,128.641,122.244,288
757,91.8727,128.962,122.372,288
758,82.7463,129.283,122.5,288
759,73.6199,129.604,122.628,288
760,64.4935,129.925,122.756,288
761,100.999,128.641,122.244,1
762,103.376,130.884,107.2,1
763,105.753,133.128,92.1571,1
764,108.131,135.371,77.1138,1
765,110.508,137.614,62.0705,1
766,100.999,128.641,122.244,35
767,107.631,129.306,111.241,35
768,114.262,129.972,100.239,35
769,120.894,130.637,89.2359,35
770,127.525,131.303,78.2333,35
771,100.999,128.641,122.244,52
772,91.5913,131.932,115.737,52
773,82.1835,135.223,109.23,52
774,72.7757,138.514,102.723,52
775,63.3678,141.805,96.2157,52
776,100.999,128.641,122.244,4
777,96.9425,132.722,108.617,4
778,92.8858,136.804,94.991,4
779,88.8291,140.885,81.3646,4
780,84.7723,144.966,67.7383,4
781,85.3266,138.744,108.263,4
782,88.2851,128.193,118.357,4
783,91.2437,117.643,128.45,4
784,94.2022,107.092,138.543,4
785,97.1608,96.5419,148.636,4
786,85.3266,138.744,108.263,7
787,74.0648,130.963,113.071,7
788,62.8029,123.181,117.879,7
789,51.5411,115.4,122.688,7
790,40.2793,107.619,127.496,7
791,60.3529,144.149,71.1542,10
792,49.9099,137.057,75.9587,10
793,39.4668,129.966,80.7632,10
794,29.0238,122.874,85.5677,10
795,18.5807,115.783,90.3722,10
796,69.0117,136.456,46.5848,663
797,66.847,138.379,52.7271,663
798,64.6823,140.303,58.8695,663
799,62.5176,142.226,65.0118,663
800,60.3529,144.149,71.1542,663
801,69.0117,136.456,46.5848,638
802,72.9518,138.584,51.8731,638
803,76.892,140.711,57.1615,638
804,80.8322,142.839,62.4499,638
805,84.7723,144.966,67.7383,638
