neuron_id,community_granularity_1,community_granularity_2,community_granularity_3
183,1,29,301
184,1,29,301
185,1,29,301
186,1,29,301
187,1,29,301
188,1,29,301
189,1,29,301
190,1,29,301
191,1,29,301
192,1,29,301
193,1,29,301
194,1,29,301
195,1,29,301
196,1,29,301
197,1,29,301
198,1,29,301
199,1,29,301
200,1,29,308
201,1,29,308
202,1,29,308
203,1,29,308
204,1,29,308
205,1,29,308
206,1,29,308
207,1,29,308
208,1,29,308
209,1,29,308
210,1,29,308
211,1,29,308
212,1,29,308
213,1,29,308
214,1,29,308
215,1,29,308
216,1,29,308
217,1,29,308
218,1,29,308
219,1,29,308
220,1,29,303
221,1,29,303
222,1,29,303
223,1,29,303
224,1,29,303
225,1,29,303
226,1,29,303
227,1,29,303
228,1,29,303
229,1,29,303
230,1,23,245
231,1,23,245
232,1,23,245
233,1,23,245
234,1,23,245
235,1,23,245
236,1,23,245
237,1,23,245
238,1,23,245
239,1,23,245
240,1,23,241
241,1,23,241
242,1,23,241
243,1,23,241
244,1,23,241
245,1,23,241
246,1,23,241
247,1,23,241
248,1,23,241
249,1,23,241
250,1,23,241
251,1,23,241
252,1,23,241
253,1,23,241
254,1,23,241
255,1,23,241
256,1,23,241
257,1,23,241
258,1,23,241
259,1,23,241
260,1,23,241
261,1,23,241
262,1,23,241
263,1,23,241
264,1,23,241
265,1,23,241
266,1,23,241
267,1,23,241
268,1,23,241
269,1,23,241
270,1,23,248
271,1,23,248
272,1,23,248
273,1,23,248
274,1,23,248
275,1,23,248
276,1,23,248
277,1,23,248
278,1,23,248
279,1,23,248
280,1,23,248
281,1,23,248
282,1,23,248
283,1,23,248
284,1,23,248
285,1,23,248
286,1,23,248
287,1,23,248
288,1,23,248
289,1,23,248
290,1,23,248
291,1,23,248
292,1,23,248
293,1,23,248
294,1,23,248
295,1,23,248
296,1,23,248
297,1,23,248
298,1,23,248
299,1,23,248
300,1,23,248
301,1,23,248
302,1,23,248
303,1,23,248
304,1,23,248
305,1,23,248
306,1,23,248
307,1,23,248
308,1,23,248
309,1,23,248
310,1,27,283
311,1,27,283
312,1,27,283
313,1,27,283
314,1,27,283
315,1,27,283
316,1,27,283
317,1,27,283
318,1,27,283
319,1,27,283
320,1,20,212
321,1,20,212
322,1,20,212
323,1,20,212
324,1,20,212
325,1,20,212
326,1,20,212
327,1,20,212
328,1,20,212
329,1,20,212
330,1,20,219
331,1,20,219
332,1,20,219
333,1,20,219
334,1,20,219
335,1,20,219
336,1,20,219
337,1,20,219
338,1,20,219
339,1,20,219
340,1,20,219
341,1,20,219
342,1,20,219
343,1,20,219
344,1,20,219
345,1,20,219
346,1,20,219
347,1,20,219
348,1,20,219
349,1,20,219
350,1,29,301
351,1,29,301
352,1,29,301
353,1,29,301
354,1,29,301
355,1,29,301
356,1,29,301
357,1,29,301
358,1,29,301
359,1,29,301
360,1,29,301
361,1,29,301
362,1,29,301
363,1,29,301
364,1,29,301
365,1,29,301
366,1,29,301
367,1,29,301
368,1,29,301
369,1,29,301
370,1,29,305
371,1,29,305
372,1,29,305
373,1,29,305
374,1,29,305
375,1,29,305
376,1,29,305
377,1,29,305
378,1,29,305
379,1,29,305
380,1,29,305
381,1,29,305
382,1,29,305
383,1,29,305
384,1,29,305
385,1,29,305
386,1,29,305
387,1,29,305
388,1,29,305
389,1,29,305
390,1,29,308
391,1,29,308
392,1,29,308
393,1,29,308
394,1,29,308
395,1,29,308
396,1,29,308
397,1,29,308
398,1,29,308
399,1,29,308
400,1,29,303
401,1,29,303
402,1,29,303
403,1,29,303
404,1,29,303
405,1,29,303
406,1,29,303
407,1,29,303
408,1,29,303
409,1,29,303
410,1,29,303
411,1,29,303
412,1,29,303
413,1,29,303
414,1,29,303
415,1,29,303
416,1,29,303
417,1,29,303
418,1,29,303
419,1,29,303
420,1,29,303
421,1,29,303
422,1,29,303
423,1,29,303
424,1,29,303
425,1,29,303
426,1,29,303
427,1,29,303
428,1,29,303
429,1,29,303
430,1,23,245
431,1,23,245
432,1,23,245
433,1,23,245
434,1,23,245
435,1,23,245
436,1,23,245
437,1,23,245
438,1,23,245
439,1,23,245
440,1,23,245
441,1,23,245
442,1,23,245
443,1,23,245
444,1,23,245
445,1,23,245
446,1,23,245
447,1,23,245
448,1,23,245
449,1,23,245
450,1,23,241
451,1,23,241
452,1,23,241
453,1,23,241
454,1,23,241
455,1,23,241
456,1,23,241
457,1,23,241
458,1,23,241
459,1,23,241
460,1,23,246
461,1,23,246
462,1,23,246
463,1,23,246
464,1,23,246
465,1,23,246
466,1,23,246
467,1,23,246
468,1,23,246
469,1,23,246
470,1,23,246
471,1,23,246
472,1,23,246
473,1,23,246
474,1,23,246
475,1,23,246
476,1,23,246
477,1,23,246
478,1,23,246
479,1,23,246
480,1,23,243
481,1,23,243
482,1,23,243
483,1,23,243
484,1,23,243
485,1,23,243
486,1,23,243
487,1,23,243
488,1,23,243
489,1,23,243
490,1,23,243
491,1,23,243
492,1,23,243
493,1,23,243
494,1,23,243
495,1,23,243
496,1,23,243
497,1,23,243
498,1,23,243
499,1,23,243
500,1,23,248
501,1,23,248
502,1,23,248
503,1,23,248
504,1,23,248
505,1,23,248
506,1,23,248
507,1,23,248
508,1,23,248
509,1,23,248
510,1,27,283
511,1,27,283
512,1,27,283
513,1,27,283
514,1,27,283
515,1,27,283
516,1,27,283
517,1,27,283
518,1,27,283
519,1,27,283
520,1,27,283
521,1,27,283
522,1,27,283
523,1,27,283
524,1,27,283
525,1,27,283
526,1,27,283
527,1,27,283
528,1,27,283
529,1,27,283
530,1,27,283
531,1,27,283
532,1,27,283
533,1,27,283
534,1,27,283
535,1,27,283
536,1,27,283
537,1,27,283
538,1,27,283
539,1,27,283
540,1,27,287
541,1,27,287
542,1,27,287
543,1,27,287
544,1,27,287
545,1,27,287
546,1,27,287
547,1,27,287
548,1,27,287
549,1,27,287
550,1,20,212
551,1,20,212
552,1,20,212
553,1,20,212
554,1,20,212
555,1,20,212
556,1,20,212
557,1,20,212
558,1,20,212
559,1,20,212
560,1,20,212
561,1,20,212
562,1,20,212
563,1,20,212
564,1,20,212
565,1,20,212
566,1,20,212
567,1,20,212
568,1,20,212
569,1,20,212
570,1,20,219
571,1,20,219
572,1,20,219
573,1,20,219
574,1,20,219
575,1,20,219
576,1,20,219
577,1,20,219
578,1,20,219
579,1,20,219
580,1,20,219
581,1,20,219
582,1,20,219
583,1,20,219
584,1,20,219
585,1,20,219
586,1,20,219
587,1,20,219
588,1,20,219
589,1,20,219
590,1,21,220
591,1,21,220
592,1,21,220
593,1,21,220
594,1,21,220
595,1,21,220
596,1,21,220
597,1,21,220
598,1,21,220
599,1,21,220
600,1,21,220
601,1,21,220
602,1,21,220
603,1,21,220
604,1,21,220
605,1,21,220
606,1,21,220
607,1,21,220
608,1,21,220
609,1,21,220
610,1,29,305
611,1,29,305
612,1,29,305
613,1,29,305
614,1,29,305
615,1,29,305
616,1,29,305
617,1,29,305
618,1,29,305
619,1,29,305
620,1,29,305
621,1,29,305
622,1,29,305
623,1,29,305
624,1,29,305
625,1,29,305
626,1,29,305
627,1,29,305
628,1,29,305
629,1,29,305
630,1,29,302
631,1,29,302
632,1,29,302
633,1,29,302
634,1,29,302
635,1,29,302
636,1,29,302
637,1,29,302
638,1,29,302
639,1,29,302
640,1,29,302
641,1,29,302
642,1,29,302
643,1,29,302
644,1,29,302
645,1,29,302
646,1,29,302
647,1,29,302
648,1,29,302
649,1,29,302
650,1,29,302
651,1,29,302
652,1,29,302
653,1,29,302
654,1,29,302
655,1,29,302
656,1,29,302
657,1,29,302
658,1,29,302
659,1,29,302
660,1,29,303
661,1,29,303
662,1,29,303
663,1,29,303
664,1,29,303
665,1,29,303
666,1,29,303
667,1,29,303
668,1,29,303
669,1,29,303
670,1,29,306
671,1,29,306
672,1,29,306
673,1,29,306
674,1,29,306
675,1,29,306
676,1,29,306
677,1,29,306
678,1,29,306
679,1,29,306
680,1,29,306
681,1,29,306
682,1,29,306
683,1,29,306
684,1,29,306
685,1,29,306
686,1,29,306
687,1,29,306
688,1,29,306
689,1,29,306
690,1,23,245
691,1,23,245
692,1,23,245
693,1,23,245
694,1,23,245
695,1,23,245
696,1,23,245
697,1,23,245
698,1,23,245
699,1,23,245
700,1,23,244
701,1,23,244
702,1,23,244
703,1,23,244
704,1,23,244
705,1,23,244
706,1,23,244
707,1,23,244
708,1,23,244
709,1,23,244
710,1,23,244
711,1,23,244
712,1,23,244
713,1,23,244
714,1,23,244
715,1,23,244
716,1,23,244
717,1,23,244
718,1,23,244
719,1,23,244
720,1,23,246
721,1,23,246
722,1,23,246
723,1,23,246
724,1,23,246
725,1,23,246
726,1,23,246
727,1,23,246
728,1,23,246
729,1,23,246
730,1,23,246
731,1,23,246
732,1,23,246
733,1,23,246
734,1,23,246
735,1,23,246
736,1,23,246
737,1,23,246
738,1,23,246
739,1,23,246
740,1,23,246
741,1,23,246
742,1,23,246
743,1,23,246
744,1,23,246
745,1,23,246
746,1,23,246
747,1,23,246
748,1,23,246
749,1,23,246
750,1,23,243
751,1,23,243
752,1,23,243
753,1,23,243
754,1,23,243
755,1,23,243
756,1,23,243
757,1,23,243
758,1,23,243
759,1,23,243
760,1,23,243
761,1,23,243
762,1,23,243
763,1,23,243
764,1,23,243
765,1,23,243
766,1,23,243
767,1,23,243
768,1,23,243
769,1,23,243
770,1,23,243
771,1,23,243
772,1,23,243
773,1,23,243
774,1,23,243
775,1,23,243
776,1,23,243
777,1,23,243
778,1,23,243
779,1,23,243
780,1,27,284
781,1,27,284
782,1,27,284
783,1,27,284
784,1,27,284
785,1,27,284
786,1,27,284
787,1,27,284
788,1,27,284
789,1,27,284
790,1,27,283
791,1,27,283
792,1,27,283
793,1,27,283
794,1,27,283
795,1,27,283
796,1,27,283
797,1,27,283
798,1,27,283
799,1,27,283
800,1,27,283
801,1,27,283
802,1,27,283
803,1,27,283
804,1,27,283
805,1,27,283
806,1,27,283
807,1,27,283
808,1,27,283
809,1,27,283
810,1,27,283
811,1,27,283
812,1,27,283
813,1,27,283
814,1,27,283
815,1,27,283
816,1,27,283
817,1,27,283
818,1,27,283
819,1,27,283
820,1,27,287
821,1,27,287
822,1,27,287
823,1,27,287
824,1,27,287
825,1,27,287
826,1,27,287
827,1,27,287
828,1,27,287
829,1,27,287
830,1,27,287
831,1,27,287
832,1,27,287
833,1,27,287
834,1,27,287
835,1,27,287
836,1,27,287
837,1,27,287
838,1,27,287
839,1,27,287
840,1,20,212
841,1,20,212
842,1,20,212
843,1,20,212
844,1,20,212
845,1,20,212
846,1,20,212
847,1,20,212
848,1,20,212
849,1,20,212
850,1,20,215
851,1,20,215
852,1,20,215
853,1,20,215
854,1,20,215
855,1,20,215
856,1,20,215
857,1,20,215
858,1,20,215
859,1,20,215
860,1,20,215
861,1,20,215
862,1,20,215
863,1,20,215
864,1,20,215
865,1,20,215
866,1,20,215
867,1,20,215
868,1,20,215
869,1,20,215
870,1,20,215
871,1,20,215
872,1,20,215
873,1,20,215
874,1,20,215
875,1,20,215
876,1,20,215
877,1,20,215
878,1,20,215
879,1,20,215
880,1,21,225
881,1,21,225
882,1,21,225
883,1,21,225
884,1,21,225
885,1,21,225
886,1,21,225
887,1,21,225
888,1,21,225
889,1,21,225
890,1,21,225
891,1,21,225
892,1,21,225
893,1,21,225
894,1,21,225
895,1,21,225
896,1,21,225
897,1,21,225
898,1,21,225
899,1,21,225
900,1,21,220
901,1,21,220
902,1,21,220
903,1,21,220
904,1,21,220
905,1,21,220
906,1,21,220
907,1,21,220
908,1,21,220
909,1,21,220
910,1,21,220
911,1,21,220
912,1,21,220
913,1,21,220
914,1,21,220
915,1,21,220
916,1,21,220
917,1,21,220
918,1,21,220
919,1,21,220
920,1,29,305
921,1,29,305
922,1,29,305
923,1,29,305
924,1,29,305
925,1,29,305
926,1,29,305
927,1,29,305
928,1,29,305
929,1,29,305
930,1,29,307
931,1,29,307
932,1,29,307
933,1,29,307
934,1,29,307
935,1,29,307
936,1,29,307
937,1,29,307
938,1,29,307
939,1,29,307
940,1,29,302
941,1,29,302
942,1,29,302
943,1,29,302
944,1,29,302
945,1,29,302
946,1,29,302
947,1,29,302
948,1,29,302
949,1,29,302
950,1,29,302
951,1,29,302
952,1,29,302
953,1,29,302
954,1,29,302
955,1,29,302
956,1,29,302
957,1,29,302
958,1,29,302
959,1,29,302
960,1,29,300
961,1,29,300
962,1,29,300
963,1,29,300
964,1,29,300
965,1,29,300
966,1,29,300
967,1,29,300
968,1,29,300
969,1,29,300
970,1,29,300
971,1,29,300
972,1,29,300
973,1,29,300
974,1,29,300
975,1,29,300
976,1,29,300
977,1,29,300
978,1,29,300
979,1,29,300
980,1,29,300
981,1,29,300
982,1,29,300
983,1,29,300
984,1,29,300
985,1,29,300
986,1,29,300
987,1,29,300
988,1,29,300
989,1,29,300
990,1,29,306
991,1,29,306
992,1,29,306
993,1,29,306
994,1,29,306
995,1,29,306
996,1,29,306
997,1,29,306
998,1,29,306
999,1,29,306
1000,1,29,306
1001,1,29,306
1002,1,29,306
1003,1,29,306
1004,1,29,306
1005,1,29,306
1006,1,29,306
1007,1,29,306
1008,1,29,306
1009,1,29,306
1010,8,91,924
1011,8,91,924
1012,8,91,924
1013,1,23,244
1014,1,23,244
1015,8,91,924
1016,8,91,924
1017,8,91,924
1018,8,91,924
1019,1,23,244
1020,1,23,244
1021,1,23,244
1022,1,23,244
1023,1,23,244
1024,1,23,244
1025,1,23,244
1026,1,23,244
1027,1,23,244
1028,1,23,244
1029,1,23,244
1030,1,23,244
1031,1,23,244
1032,1,23,244
1033,1,23,244
1034,1,23,244
1035,1,23,244
1036,1,23,244
1037,1,23,244
1038,1,23,244
1039,1,23,244
1040,1,23,244
1041,1,23,244
1042,1,23,244
1043,1,23,244
1044,1,23,244
1045,1,23,244
1046,1,23,244
1047,1,23,244
1048,1,23,244
1049,1,23,244
1050,1,23,246
1051,1,23,246
1052,1,23,246
1053,1,23,246
1054,1,23,246
1055,1,23,246
1056,1,23,246
1057,1,23,246
1058,1,23,246
1059,1,23,246
1060,1,23,246
1061,1,23,246
1062,1,23,246
1063,1,23,246
1064,1,23,246
1065,1,23,246
1066,1,23,246
1067,1,23,246
1068,1,23,246
1069,1,23,246
1070,1,23,240
1071,1,23,240
1072,1,23,240
1073,1,23,240
1074,1,23,240
1075,1,23,240
1076,1,23,240
1077,1,23,240
1078,1,23,240
1079,1,23,240
1080,1,23,240
1081,1,23,240
1082,1,23,240
1083,1,23,240
1084,1,23,240
1085,1,23,240
1086,1,23,240
1087,1,23,240
1088,1,23,240
1089,1,23,240
1090,1,23,243
1091,1,23,243
1092,1,23,243
1093,1,23,243
1094,1,23,243
1095,1,23,243
1096,1,23,243
1097,1,23,243
1098,1,23,243
1099,1,23,243
1100,1,23,243
1101,1,23,243
1102,1,23,243
1103,1,23,243
1104,1,23,243
1105,1,23,243
1106,1,23,243
1107,1,23,243
1108,1,23,243
1109,1,23,243
1110,1,27,284
1111,1,27,284
1112,1,27,284
1113,1,27,284
1114,1,27,284
1115,1,27,284
1116,1,27,284
1117,1,27,284
1118,1,27,284
1119,1,27,284
1120,1,27,284
1121,1,27,284
1122,1,27,284
1123,1,27,284
1124,1,27,284
1125,1,27,284
1126,1,27,284
1127,1,27,284
1128,1,27,284
1129,1,27,284
1130,1,27,281
1131,1,27,281
1132,1,27,281
1133,1,27,281
1134,1,27,281
1135,1,27,281
1136,1,27,281
1137,1,27,281
1138,1,27,281
1139,1,27,281
1140,1,27,288
1141,1,27,288
1142,1,27,288
1143,1,27,288
1144,1,27,288
1145,1,27,288
1146,1,27,288
1147,1,27,288
1148,1,27,288
1149,1,27,288
1150,1,27,288
1151,1,27,288
1152,1,27,288
1153,1,27,288
1154,1,27,288
1155,1,27,288
1156,1,27,288
1157,1,27,288
1158,1,27,288
1159,1,27,288
1160,1,27,287
1161,1,27,287
1162,1,27,287
1163,1,27,287
1164,1,27,287
1165,1,27,287
1166,1,27,287
1167,1,27,287
1168,1,27,287
1169,1,27,287
1170,1,27,287
1171,1,27,287
1172,1,27,287
1173,1,27,287
1174,1,27,287
1175,1,27,287
1176,1,27,287
1177,1,27,287
1178,1,27,287
1179,1,27,287
1180,1,20,216
1181,1,20,216
1182,1,20,216
1183,1,20,216
1184,1,20,216
1185,1,20,216
1186,1,20,216
1187,1,20,216
1188,1,20,216
1189,1,20,216
1190,1,20,216
1191,1,20,216
1192,1,20,216
1193,1,20,216
1194,1,20,216
1195,1,20,216
1196,1,20,216
1197,1,20,216
1198,1,20,216
1199,1,20,216
1200,1,20,216
1201,1,20,216
1202,1,20,216
1203,1,20,216
1204,1,20,216
1205,1,20,216
1206,1,20,216
1207,1,20,216
1208,1,20,216
1209,1,20,216
1210,1,20,215
1211,1,20,215
1212,1,20,215
1213,1,20,215
1214,1,20,215
1215,1,20,215
1216,1,20,215
1217,1,20,215
1218,1,20,215
1219,1,20,215
1220,1,20,211
1221,1,20,211
1222,1,20,211
1223,1,20,211
1224,1,20,211
1225,1,20,211
1226,1,20,211
1227,1,20,211
1228,1,20,211
1229,1,20,211
1230,1,20,211
1231,1,20,211
1232,1,20,211
1233,1,20,211
1234,1,20,211
1235,1,20,211
1236,1,20,211
1237,1,20,211
1238,1,20,211
1239,1,20,211
1240,1,21,225
1241,1,21,225
1242,1,21,225
1243,1,21,225
1244,1,21,225
1245,1,21,225
1246,1,21,225
1247,1,21,225
1248,1,21,225
1249,1,21,225
1250,1,21,225
1251,1,21,225
1252,1,21,225
1253,1,21,225
1254,1,21,225
1255,1,21,225
1256,1,21,225
1257,1,21,225
1258,1,21,225
1259,1,21,225
1260,1,21,229
1261,1,21,229
1262,1,21,229
1263,1,21,229
1264,1,21,229
1265,1,21,229
1266,1,21,229
1267,1,21,229
1268,1,21,229
1269,1,21,229
1270,1,21,229
1271,1,21,229
1272,1,21,229
1273,1,21,229
1274,1,21,229
1275,1,21,229
1276,1,21,229
1277,1,21,229
1278,1,21,229
1279,1,21,229
1280,1,21,229
1281,1,21,229
1282,1,21,229
1283,1,21,229
1284,1,21,229
1285,1,21,229
1286,1,21,229
1287,1,21,229
1288,1,21,229
1289,1,21,229
1290,1,29,307
1291,1,29,307
1292,1,29,307
1293,1,29,307
1294,1,29,307
1295,1,29,307
1296,1,29,307
1297,1,29,307
1298,1,29,307
1299,1,29,307
1300,1,29,307
1301,1,29,307
1302,1,29,307
1303,1,29,307
1304,1,29,307
1305,1,29,307
1306,1,29,307
1307,1,29,307
1308,1,29,307
1309,1,29,307
1310,1,29,309
1311,1,29,309
1312,1,29,309
1313,1,29,309
1314,1,29,309
1315,1,29,309
1316,1,29,309
1317,1,29,309
1318,1,29,309
1319,1,29,309
1320,1,29,309
1321,1,29,309
1322,1,29,309
1323,1,29,309
1324,1,29,309
1325,1,29,309
1326,1,29,309
1327,1,29,309
1328,1,29,309
1329,1,29,309
1330,1,29,300
1331,1,29,300
1332,1,29,300
1333,1,29,300
1334,1,29,300
1335,1,29,300
1336,1,29,300
1337,1,29,300
1338,1,29,300
1339,1,29,300
1340,1,29,300
1341,1,29,300
1342,1,29,300
1343,1,29,300
1344,1,29,300
1345,1,29,300
1346,1,29,300
1347,1,29,300
1348,1,29,300
1349,1,29,300
1350,1,29,300
1351,1,29,300
1352,1,29,300
1353,1,29,300
1354,1,29,300
1355,1,29,300
1356,1,29,300
1357,1,29,300
1358,1,29,300
1359,1,29,300
1360,8,91,923
1361,8,91,923
1362,8,91,923
1363,8,91,923
1364,8,91,923
1365,8,91,923
1366,8,91,923
1367,8,91,923
1368,8,91,923
1369,8,91,923
1370,8,91,923
1371,8,91,923
1372,8,91,923
1373,8,91,923
1374,8,91,923
1375,8,91,923
1376,8,91,923
1377,8,91,923
1378,8,91,923
1379,8,91,923
1380,8,91,923
1381,8,91,923
1382,8,91,923
1383,8,91,923
1384,8,91,923
1385,8,91,923
1386,8,91,923
1387,8,91,923
1388,8,91,923
1389,8,91,923
1390,8,91,924
1391,8,91,924
1392,8,91,924
1393,8,91,924
1394,8,91,924
1395,8,91,924
1396,8,91,924
1397,8,91,924
1398,8,91,924
1399,8,91,924
1400,8,91,924
1401,8,91,924
1402,8,91,924
1403,8,91,924
1404,8,91,924
1405,8,91,924
1406,8,91,924
1407,8,91,924
1408,8,91,924
1409,8,91,924
1410,8,91,924
1411,8,91,924
1412,8,91,924
1413,8,91,924
1414,8,91,924
1415,8,91,924
1416,8,91,924
1417,8,91,924
1418,8,91,924
1419,8,91,924
1420,8,91,924
1421,8,91,924
1422,8,91,924
1423,8,91,924
1424,8,91,924
1425,8,91,924
1426,8,91,924
1427,8,91,924
1428,8,91,924
1429,8,91,924
1430,1,23,249
1431,1,23,249
1432,1,23,249
1433,1,23,249
1434,1,23,249
1435,1,23,249
1436,1,23,249
1437,1,23,249
1438,1,23,249
1439,1,23,249
1440,1,23,249
1441,1,23,249
1442,1,23,249
1443,1,23,249
1444,1,23,249
1445,1,23,249
1446,1,23,249
1447,1,23,249
1448,1,23,249
1449,1,23,249
1450,1,23,249
1451,1,23,249
1452,1,23,249
1453,1,23,249
1454,1,23,249
1455,1,23,249
1456,1,23,249
1457,1,23,249
1458,1,23,249
1459,1,23,249
1460,1,23,240
1461,1,23,240
1462,1,23,240
1463,1,23,240
1464,1,23,240
1465,1,23,240
1466,1,23,240
1467,1,23,240
1468,1,23,240
1469,1,23,240
1470,1,23,240
1471,1,23,240
1472,1,23,240
1473,1,23,240
1474,1,23,240
1475,1,23,240
1476,1,23,240
1477,1,23,240
1478,1,23,240
1479,1,23,240
1480,1,23,243
1481,1,23,243
1482,1,23,243
1483,1,23,243
1484,1,23,243
1485,1,23,243
1486,1,23,243
1487,1,23,243
1488,1,23,243
1489,1,23,243
1490,1,23,243
1491,1,23,243
1492,1,23,243
1493,1,23,243
1494,1,23,243
1495,1,23,243
1496,1,23,243
1497,1,23,243
1498,1,23,243
1499,1,23,243
1500,1,27,284
1501,1,27,284
1502,1,27,284
1503,1,27,284
1504,1,27,284
1505,1,27,284
1506,1,27,284
1507,1,27,284
1508,1,27,284
1509,1,27,284
1510,1,27,284
1511,1,27,284
1512,1,27,284
1513,1,27,284
1514,1,27,284
1515,1,27,284
1516,1,27,284
1517,1,27,284
1518,1,27,284
1519,1,27,284
1520,1,27,281
1521,1,27,281
1522,1,27,281
1523,1,27,281
1524,1,27,281
1525,1,27,281
1526,1,27,281
1527,1,27,281
1528,1,27,281
1529,1,27,281
1530,1,27,281
1531,1,27,281
1532,1,27,281
1533,1,27,281
1534,1,27,281
1535,1,27,281
1536,1,27,281
1537,1,27,281
1538,1,27,281
1539,1,27,281
1540,1,27,288
1541,1,27,288
1542,1,27,288
1543,1,27,288
1544,1,27,288
1545,1,27,288
1546,1,27,288
1547,1,27,288
1548,1,27,288
1549,1,27,288
1550,1,27,288
1551,1,27,288
1552,1,27,288
1553,1,27,288
1554,1,27,288
1555,1,27,288
1556,1,27,288
1557,1,27,288
1558,1,27,288
1559,1,27,288
1560,1,27,282
1561,1,27,282
1562,1,27,282
1563,1,27,282
1564,1,27,282
1565,1,27,282
1566,1,27,282
1567,1,27,282
1568,1,27,282
1569,1,27,282
1570,1,27,282
1571,1,27,282
1572,1,27,282
1573,1,27,282
1574,1,27,282
1575,1,27,282
1576,1,27,282
1577,1,27,282
1578,1,27,282
1579,1,27,282
1580,1,20,210
1581,1,20,210
1582,1,20,210
1583,1,20,210
1584,1,20,210
1585,1,20,210
1586,1,20,210
1587,1,20,210
1588,1,20,210
1589,1,20,210
1590,1,20,216
1591,1,20,216
1592,1,20,216
1593,1,20,216
1594,1,20,216
1595,1,20,216
1596,1,20,216
1597,1,20,216
1598,1,20,216
1599,1,20,216
1600,1,20,216
1601,1,20,216
1602,1,20,216
1603,1,20,216
1604,1,20,216
1605,1,20,216
1606,1,20,216
1607,1,20,216
1608,1,20,216
1609,1,20,216
1610,1,20,216
1611,1,20,216
1612,1,20,216
1613,1,20,216
1614,1,20,216
1615,1,20,216
1616,1,20,216
1617,1,20,216
1618,1,20,216
1619,1,20,216
1620,1,20,211
1621,1,20,211
1622,1,20,211
1623,1,20,211
1624,1,20,211
1625,1,20,211
1626,1,20,211
1627,1,20,211
1628,1,20,211
1629,1,20,211
1630,1,20,211
1631,1,20,211
1632,1,20,211
1633,1,20,211
1634,1,20,211
1635,1,20,211
1636,1,20,211
1637,1,20,211
1638,1,20,211
1639,1,20,211
1640,1,20,211
1641,1,20,211
1642,1,20,211
1643,1,20,211
1644,1,20,211
1645,1,20,211
1646,1,20,211
1647,1,20,211
1648,1,20,211
1649,1,20,211
1650,1,21,222
1651,1,21,222
1652,1,21,222
1653,1,21,222
1654,1,21,222
1655,1,21,222
1656,1,21,222
1657,1,21,222
1658,1,21,222
1659,1,21,222
