id,pos_x,pos_y,pos_z,area,community_granularity_1,community_granularity_2,community_granularity_3
90,88.594654,143.90029,78.3819,30,1,29,308
91,91.473359,143.94186,79.645917,30,1,23,247
92,91.456531,143.9886,79.698984,30,1,23,247
93,91.508242,143.96352,79.734481,30,1,23,247
94,91.39735,143.89931,79.705814,30,1,23,247
95,91.550744,143.93081,79.726073,30,1,23,247
96,91.562349,144.03692,79.563112,30,1,23,247
97,91.424786,143.91444,79.726737,30,1,23,247
98,91.560226,144.03208,79.589157,30,1,23,247
99,91.393328,143.88983,79.671647,30,1,23,247
100,91.567796,144.04105,79.734347,30,1,23,247
101,93.211765,142.87634,81.846511,30,1,23,247
102,93.162658,142.80076,81.899509,30,1,23,247
103,93.269289,142.90113,81.756758,30,1,23,247
104,93.172199,142.92809,81.867256,30,1,23,247
105,93.141898,142.83666,81.934716,30,1,23,247
106,93.212965,142.93215,81.88633,30,1,23,247
107,93.127966,142.90653,81.775473,30,1,23,247
108,93.141229,142.92676,81.852641,30,1,23,247
109,93.234895,142.88761,81.839925,30,1,23,247
110,93.206168,142.97578,81.901156,30,1,23,247
111,93.846648,142.80015,84.943464,43,1,23,241
112,93.767888,142.85857,85.01531,43,1,23,241
113,93.843859,142.75739,84.901148,43,1,23,241
114,93.784759,142.71015,85.040803,43,1,23,241
115,93.884915,142.86837,85.018275,43,1,23,241
116,93.933494,142.82279,85.010569,43,1,23,241
117,93.86821,142.8498,84.848356,43,1,23,241
118,93.889343,142.70109,85.027879,43,1,23,241
119,93.90743,142.85213,84.903201,43,1,23,241
120,93.884271,142.89815,84.857507,43,1,23,241
121,92.376581,142.72487,88.794858,43,1,23,248
122,92.293006,142.76157,88.832996,43,1,23,248
123,92.467907,142.79235,88.810377,43,1,23,248
124,92.407904,142.66914,88.803608,43,1,23,248
125,92.376992,142.77914,88.814667,43,1,23,248
126,92.328096,142.66268,88.723691,43,1,23,248
127,92.289909,142.71277,88.780333,43,1,23,248
128,92.321923,142.72338,88.723363,43,1,23,248
129,92.450363,142.65991,88.892295,43,1,23,248
130,92.466809,142.70511,88.734692,43,1,23,248
131,89.1595,142.71539,90.42283,43,1,23,248
132,89.225643,142.81414,90.387618,43,1,23,248
133,89.19856,142.71615,90.424376,43,1,23,248
134,89.111905,142.75421,90.349025,43,1,23,248
135,89.132479,142.76949,90.343077,43,1,23,248
136,89.181275,142.78758,90.365574,43,1,23,248
137,89.258041,142.74642,90.505607,43,1,23,248
138,89.149469,142.7973,90.448471,43,1,23,248
139,89.090499,142.70411,90.333088,43,1,23,248
140,89.227741,142.68223,90.357623,43,1,23,248
141,86.061731,142.72756,91.058181,43,1,23,242
142,86.087003,142.78314,91.15358,43,1,23,242
143,86.122668,142.81083,91.075264,43,1,23,242
144,86.051545,142.69453,91.15761,43,1,23,242
145,86.042695,142.81239,90.986512,43,1,23,242
146,86.00293,142.71844,91.021493,43,1,23,242
147,86.016928,142.68797,91.031904,43,1,23,242
148,86.139776,142.73739,90.990168,43,1,23,242
149,86.01419,142.76882,91.124443,43,1,23,242
150,86.087262,142.69265,91.007444,43,1,23,242
151,82.218375,143.79397,89.612028,9,1,23,242
152,82.23679,143.7427,89.6023,9,1,23,242
153,82.307466,143.8907,89.550532,9,1,23,242
154,82.316792,143.79158,89.601059,9,1,23,242
155,82.172144,143.82336,89.646829,9,1,23,242
156,82.258102,143.75566,89.518144,9,1,23,242
157,82.282676,143.73766,89.576301,9,1,23,242
158,82.229845,143.87272,89.588455,9,1,23,242
159,82.268506,143.86396,89.656669,9,1,23,242
160,82.140948,143.7487,89.537457,9,1,23,242
161,80.471361,143.85979,87.388606,9,1,23,242
162,80.408981,143.93048,87.395905,9,1,23,242
163,80.373332,143.94242,87.363779,9,1,23,242
164,80.539422,143.79651,87.475149,9,1,23,242
165,80.472764,143.86552,87.403727,9,1,23,242
166,80.535297,143.84709,87.306958,9,1,23,242
167,80.479202,143.78485,87.329407,9,1,23,242
168,80.485621,143.94401,87.408082,9,1,23,242
169,80.423967,143.91214,87.422875,9,1,23,242
170,80.562884,143.95909,87.307464,9,1,23,242
171,78.971579,144.96858,83.20277,43,1,29,301
172,78.918145,144.99769,83.178022,43,1,29,301
173,78.918603,144.97889,83.207783,43,1,29,301
174,79.025652,144.95052,83.213156,43,1,29,301
175,78.919478,145.02231,83.217243,43,1,29,301
176,79.046414,145.06398,83.264778,43,1,29,301
177,78.936317,144.8978,83.220107,43,1,29,301
178,79.066975,145.06631,83.122328,43,1,29,301
179,79.002704,145.01037,83.229436,43,1,29,301
180,79.055717,144.9467,83.13472,43,1,29,301
181,79.329515,145.0335,80.224907,30,1,29,301
182,79.36904,145.00837,80.141933,30,1,29,301
183,79.420652,145.07414,80.151887,30,1,29,301
184,79.265653,144.9778,80.134146,30,1,29,301
185,79.289725,145.01163,80.185443,30,1,29,301
186,79.386964,144.93652,80.313627,30,1,29,301
187,79.242324,144.94385,80.163224,30,1,29,301
188,79.41092,145.04285,80.323032,30,1,29,301
189,79.392218,145.00003,80.303653,30,1,29,301
190,79.366081,145.01132,80.268188,30,1,29,301
191,81.673089,145.07588,77.485224,30,1,29,301
192,81.766623,145.07906,77.418006,30,1,29,301
193,81.659725,144.99626,77.437671,30,1,29,301
194,81.579799,145.02212,77.501249,30,1,29,301
195,81.607776,145.04043,77.446603,30,1,29,301
196,81.591582,145.0563,77.559733,30,1,29,301
197,81.713437,145.14523,77.429945,30,1,29,301
198,81.607402,144.99432,77.459486,30,1,29,301
199,81.71082,145.11434,77.551684,30,1,29,301
200,81.663431,145.11546,77.390895,30,1,29,301
201,85.009482,145.10699,74.864631,30,1,29,308
202,84.950395,145.17435,74.868521,30,1,29,308
203,85.015243,145.06909,74.868799,30,1,29,308
204,85.077927,145.04837,74.943031,30,1,29,308
205,84.939368,145.04552,74.950156,30,1,29,308
206,84.966658,145.14458,74.90295,30,1,29,308
207,85.074487,145.06062,74.906242,30,1,29,308
208,84.977439,145.2001,74.936319,30,1,29,308
209,84.998059,145.0958,74.919235,30,1,29,308
210,85.023987,145.05264,74.871298,30,1,29,308
211,88.107251,145.09483,74.22928,30,1,29,308
212,88.080779,145.18136,74.218554,30,1,29,308
213,88.133036,145.04108,74.164066,30,1,29,308
214,88.027724,145.00156,74.249794,30,1,29,308
215,88.069299,145.04899,74.299217,30,1,29,308
216,88.12446,145.15738,74.147676,30,1,29,308
217,88.026694,145.06121,74.15237,30,1,29,308
218,88.171846,145.03549,74.267125,30,1,29,308
219,88.204075,145.09972,74.152803,30,1,29,308
220,88.071959,145.16117,74.293916,30,1,29,308
221,91.950607,144.02841,75.675433,30,1,29,303
222,91.866895,144.00074,75.728992,30,1,29,303
223,91.924106,144.0423,75.755897,30,1,29,303
224,91.986847,144.04444,75.742443,30,1,29,303
225,91.97851,144.11453,75.699074,30,1,29,303
226,91.859644,144.11305,75.735778,30,1,29,303
227,91.995353,144.02945,75.658765,30,1,29,303
228,91.929472,143.97132,75.660021,30,1,29,303
229,91.86863,144.06234,75.730399,30,1,29,303
230,91.941293,143.94803,75.698632,30,1,29,303
231,94.801144,142.97327,77.002496,30,1,23,245
232,94.775992,142.98486,76.944406,30,1,23,245
233,94.898692,143.05592,76.998593,30,1,23,245
234,94.833496,142.91659,77.082442,30,1,23,245
235,94.808939,142.94361,76.917636,30,1,23,245
236,94.713352,142.93483,76.958941,30,1,23,245
237,94.846175,143.06698,77.051981,30,1,23,245
238,94.786982,142.98569,76.935115,30,1,23,245
239,94.828611,142.89922,77.072148,30,1,23,245
240,94.786891,143.0585,76.909504,30,1,23,245
241,96.428846,142.88581,80.218539,30,1,23,241
242,96.488123,142.9791,80.188893,30,1,23,241
243,96.367473,142.90699,80.302435,30,1,23,241
244,96.508969,142.81294,80.279425,30,1,23,241
245,96.330453,142.848,80.125457,30,1,23,241
246,96.384585,142.93582,80.136945,30,1,23,241
247,96.396008,142.93084,80.26463,30,1,23,241
248,96.51246,142.84301,80.313261,30,1,23,241
249,96.478577,142.87866,80.224586,30,1,23,241
250,96.43195,142.9455,80.193251,30,1,23,241
251,97.05512,141.80992,83.292663,30,1,23,241
252,96.994644,141.75323,83.259413,30,1,23,241
253,96.979544,141.75343,83.210982,30,1,23,241
254,97.120993,141.80662,83.343012,30,1,23,241
255,97.136407,141.77488,83.251691,30,1,23,241
256,96.999621,141.77158,83.211001,30,1,23,241
257,97.010402,141.72037,83.356063,30,1,23,241
258,97.003267,141.7112,83.364667,30,1,23,241
259,97.07647,141.89238,83.206726,30,1,23,241
260,96.990973,141.87685,83.359077,30,1,23,241
261,96.577872,141.72337,87.263147,43,1,23,241
262,96.606191,141.64154,87.176423,43,1,23,241
263,96.63456,141.8034,87.315717,43,1,23,241
264,96.48606,141.73066,87.327954,43,1,23,241
265,96.664021,141.70941,87.208865,43,1,23,241
266,96.496415,141.7668,87.230658,43,1,23,241
267,96.606036,141.64927,87.181967,43,1,23,241
268,96.499613,141.65038,87.355455,43,1,23,241
269,96.496024,141.8185,87.324079,43,1,23,241
270,96.603655,141.66732,87.186706,43,1,23,241
271,95.227117,141.66972,90.12192,43,1,23,248
272,95.165801,141.65196,90.073267,43,1,23,248
273,95.274502,141.71356,90.023075,43,1,23,248
274,95.314415,141.6504,90.126507,43,1,23,248
275,95.259411,141.65856,90.053642,43,1,23,248
276,95.327028,141.65742,90.169117,43,1,23,248
277,95.207194,141.62499,90.116088,43,1,23,248
278,95.225239,141.76456,90.04038,43,1,23,248
279,95.288005,141.59541,90.183923,43,1,23,248
280,95.27504,141.63864,90.146431,43,1,23,248
281,92.883543,141.62734,92.861603,43,1,23,248
282,92.917545,141.70525,92.959156,43,1,23,248
283,92.890659,141.64965,92.784223,43,1,23,248
284,92.93598,141.67159,92.860118,43,1,23,248
285,92.940629,141.65296,92.804843,43,1,23,248
286,92.927886,141.62899,92.830485,43,1,23,248
287,92.890897,141.62511,92.852961,43,1,23,248
288,92.786421,141.52963,92.768906,43,1,23,248
289,92.787959,141.70837,92.930018,43,1,23,248
290,92.817265,141.54623,92.822683,43,1,23,248
291,89.675071,142.61757,94.512404,43,1,23,248
292,89.737178,142.6702,94.521507,43,1,23,248
293,89.598622,142.53634,94.528307,43,1,23,248
294,89.631651,142.53425,94.501206,43,1,23,248
295,89.740855,142.58333,94.530856,43,1,23,248
296,89.750071,142.58645,94.504458,43,1,23,248
297,89.592452,142.59152,94.521771,43,1,23,248
298,89.631888,142.5336,94.430381,43,1,23,248
299,89.685192,142.6817,94.425103,43,1,23,248
300,89.603619,142.69122,94.564476,43,1,23,248
301,86.696614,142.65137,94.155134,43,1,23,248
302,86.651341,142.67209,94.252528,43,1,23,248
303,86.640261,142.67245,94.171812,43,1,23,248
304,86.707205,142.74786,94.140027,43,1,23,248
305,86.610603,142.69955,94.143948,43,1,23,248
306,86.667068,142.64504,94.161613,43,1,23,248
307,86.788351,142.68956,94.146174,43,1,23,248
308,86.695606,142.60859,94.222383,43,1,23,248
309,86.748378,142.68708,94.249003,43,1,23,248
310,86.674132,142.67631,94.205149,43,1,23,248
311,82.733946,143.69615,93.701602,9,1,27,283
312,82.757234,143.62449,93.715416,9,1,27,283
313,82.705254,143.77678,93.609752,9,1,27,283
314,82.689929,143.74336,93.695721,9,1,27,283
315,82.67063,143.65746,93.769109,9,1,27,283
316,82.667296,143.64953,93.659084,9,1,27,283
317,82.733415,143.71178,93.654695,9,1,27,283
318,82.805409,143.70295,93.632,9,1,27,283
319,82.803908,143.63076,93.692628,9,1,27,283
320,82.688393,143.76226,93.799835,9,1,27,283
321,79.874801,143.75159,92.351711,9,1,20,212
322,79.782519,143.65186,92.261207,9,1,20,212
323,79.869598,143.67023,92.329494,9,1,20,212
324,79.877213,143.81388,92.434817,9,1,20,212
325,79.944525,143.78407,92.321103,9,1,20,212
326,79.906941,143.68476,92.388991,9,1,20,212
327,79.81876,143.72096,92.289524,9,1,20,212
328,79.90211,143.82943,92.400195,9,1,20,212
329,79.918558,143.83928,92.351548,9,1,20,212
330,79.833805,143.77181,92.304277,9,1,20,212
331,77.25428,143.85032,89.016578,9,1,20,219
332,77.171374,143.94749,88.943721,9,1,20,219
333,77.263543,143.88738,88.936135,9,1,20,219
334,77.317534,143.86988,88.969605,9,1,20,219
335,77.213499,143.94518,89.036563,9,1,20,219
336,77.307056,143.78978,88.947489,9,1,20,219
337,77.176441,143.75886,88.92134,9,1,20,219
338,77.172064,143.77226,88.991537,9,1,20,219
339,77.320504,143.90263,89.066143,9,1,20,219
340,77.230635,143.87195,88.971241,9,1,20,219
341,75.635186,144.93747,85.823363,9,1,20,219
342,75.554048,144.90456,85.828517,9,1,20,219
343,75.652871,144.87886,85.880529,9,1,20,219
344,75.682964,144.98365,85.88566,9,1,20,219
345,75.719619,145.00104,85.866165,9,1,20,219
346,75.701512,145.01102,85.895113,9,1,20,219
347,75.676584,144.95559,85.895982,9,1,20,219
348,75.599246,144.97868,85.898355,9,1,20,219
349,75.604953,145.00864,85.79148,9,1,20,219
350,75.620575,144.97356,85.771999,9,1,20,219
351,75.119615,145.0353,81.733789,9,1,29,301
352,75.057047,145.06303,81.759206,9,1,29,301
353,75.126029,144.95611,81.764278,9,1,29,301
354,75.167309,144.99079,81.745817,9,1,29,301
355,75.205319,145.07947,81.725105,9,1,29,301
356,75.210213,144.98446,81.727639,9,1,29,301
357,75.027357,145.00233,81.707387,9,1,29,301
358,75.164844,145.01876,81.643183,9,1,29,301
359,75.027878,145.05722,81.67496,9,1,29,301
360,75.118061,145.03549,81.804751,9,1,29,301
361,76.47037,145.08895,78.875016,30,1,29,301
362,76.406419,145.03155,78.781742,30,1,29,301
363,76.399612,145.05095,78.831353,30,1,29,301
364,76.429448,145.00121,78.925256,30,1,29,301
365,76.47988,145.15163,78.86928,30,1,29,301
366,76.552307,145.11787,78.875819,30,1,29,301
367,76.477831,145.02924,78.849989,30,1,29,301
368,76.436404,145.0993,78.788943,30,1,29,301
369,76.408334,145.14483,78.779133,30,1,29,301
370,76.528368,145.17052,78.786171,30,1,29,301
371,77.949046,146.16394,75.04645,30,1,29,305
372,78.014651,146.22762,75.042294,30,1,29,305
373,77.865989,146.23282,75.037083,30,1,29,305
374,78.019228,146.09222,75.101924,30,1,29,305
375,77.989466,146.08288,75.138507,30,1,29,305
376,77.881945,146.07832,75.101284,30,1,29,305
377,77.995093,146.16878,75.090537,30,1,29,305
378,77.931892,146.22704,74.974135,30,1,29,305
379,77.898441,146.22997,75.063277,30,1,29,305
380,77.958398,146.11663,75.076632,30,1,29,305
381,80.173308,146.18468,73.299388,30,1,29,305
382,80.223229,146.16173,73.243899,30,1,29,305
383,80.132296,146.11309,73.391555,30,1,29,305
384,80.167243,146.09183,73.262159,30,1,29,305
385,80.109729,146.13913,73.263358,30,1,29,305
386,80.217302,146.28346,73.201155,30,1,29,305
387,80.091421,146.19516,73.254429,30,1,29,305
388,80.187038,146.22854,73.303433,30,1,29,305
389,80.239045,146.23365,73.357204,30,1,29,305
390,80.162708,146.24845,73.274177,30,1,29,305
391,84.374599,145.18318,71.767678,30,1,29,308
392,84.335425,145.15836,71.69936,30,1,29,308
393,84.466818,145.23976,71.721683,30,1,29,308
394,84.39872,145.24125,71.777362,30,1,29,308
395,84.390649,145.13293,71.836435,30,1,29,308
396,84.363596,145.21287,71.759065,30,1,29,308
397,84.381532,145.10112,71.753093,30,1,29,308
398,84.315439,145.26374,71.752789,30,1,29,308
399,84.457917,145.1619,71.745437,30,1,29,308
400,84.318865,145.20833,71.66777,30,1,29,308
401,87.472368,145.17101,71.132327,30,1,29,303
402,87.45736,145.07226,71.072222,30,1,29,303
403,87.516708,145.17063,71.192149,30,1,29,303
404,87.380298,145.17732,71.190541,30,1,29,303
405,87.528808,145.14474,71.1097,30,1,29,303
406,87.475252,145.09439,71.077534,30,1,29,303
407,87.382098,145.16989,71.190848,30,1,29,303
408,87.561903,145.14854,71.071484,30,1,29,303
409,87.454635,145.20381,71.120265,30,1,29,303
410,87.504829,145.17247,71.225831,30,1,29,303
411,91.435036,144.12624,71.585859,30,1,29,303
412,91.396916,144.05095,71.508992,30,1,29,303
413,91.41486,144.06576,71.670901,30,1,29,303
414,91.450077,144.04807,71.560157,30,1,29,303
415,91.514238,144.03715,71.669526,30,1,29,303
416,91.459428,144.08349,71.522863,30,1,29,303
417,91.471338,144.07043,71.648647,30,1,29,303
418,91.461751,144.16784,71.492462,30,1,29,303
419,91.350753,144.17314,71.486551,30,1,29,303
420,91.435169,144.07793,71.557082,30,1,29,303
421,94.285573,143.07109,72.912922,30,1,29,303
422,94.378208,143.02017,72.990354,30,1,29,303
423,94.259107,143.08495,72.813088,30,1,29,303
424,94.297792,142.97286,72.868155,30,1,29,303
425,94.29587,143.16169,72.815002,30,1,29,303
426,94.284258,143.0418,72.864213,30,1,29,303
427,94.382131,143.08883,73.006934,30,1,29,303
428,94.224272,143.13505,73.007888,30,1,29,303
429,94.187094,143.0162,72.923475,30,1,29,303
430,94.350066,143.04538,72.910543,30,1,29,303
431,97.016797,141.99431,75.232605,30,1,23,245
432,97.111276,142.01721,75.283902,30,1,23,245
433,97.03505,141.98778,75.28176,30,1,23,245
434,96.932062,142.05212,75.175567,30,1,23,245
435,96.940951,142.02214,75.32209,30,1,23,245
436,96.966049,141.92831,75.276529,30,1,23,245
437,96.988651,142.09025,75.25854,30,1,23,245
438,96.963956,142.01595,75.20564,30,1,23,245
439,97.114112,142.01071,75.238584,30,1,23,245
440,97.01071,141.93646,75.202529,30,1,23,245
441,99.75663,141.91722,77.575117,30,1,23,245
442,99.762909,141.82395,77.489331,30,1,23,245
443,99.664653,141.88616,77.553712,30,1,23,245
444,99.731413,141.86029,77.641022,30,1,23,245
445,99.721782,142.01338,77.532852,30,1,23,245
446,99.733986,141.86621,77.59,30,1,23,245
447,99.698623,141.91349,77.514679,30,1,23,245
448,99.725203,141.89557,77.618731,30,1,23,245
449,99.846313,142.00195,77.565009,30,1,23,245
450,99.72148,141.98442,77.569784,30,1,23,245
451,100.2722,141.8194,81.664691,30,1,23,241
452,100.17956,141.74192,81.649712,30,1,23,241
453,100.25079,141.72959,81.595249,30,1,23,241
454,100.32921,141.90682,81.599262,30,1,23,241
455,100.27728,141.75861,81.738988,30,1,23,241
456,100.31618,141.85467,81.652489,30,1,23,241
457,100.35064,141.7753,81.697645,30,1,23,241
458,100.18328,141.82347,81.652172,30,1,23,241
459,100.32027,141.8436,81.755525,30,1,23,241
460,100.28878,141.85889,81.744624,30,1,23,241
461,100.89848,140.74351,84.738816,30,1,23,246
462,100.90495,140.68837,84.662982,30,1,23,246
463,100.8539,140.78904,84.754812,30,1,23,246
464,100.89576,140.67075,84.728027,30,1,23,246
465,100.86255,140.69768,84.837591,30,1,23,246
466,100.92513,140.71586,84.786,30,1,23,246
467,100.90224,140.69225,84.671542,30,1,23,246
468,100.97989,140.75453,84.822937,30,1,23,246
469,100.86744,140.78843,84.721352,30,1,23,246
470,100.92233,140.81429,84.672548,30,1,23,246
471,100.54915,141.67829,87.739507,43,1,23,246
472,100.52072,141.62152,87.673104,43,1,23,246
473,100.48282,141.65344,87.680417,43,1,23,246
474,100.56301,141.7538,87.774,43,1,23,246
475,100.55276,141.77222,87.736771,43,1,23,246
476,100.6228,141.69291,87.785876,43,1,23,246
477,100.62538,141.62021,87.756753,43,1,23,246
478,100.45106,141.6957,87.793958,43,1,23,246
479,100.48208,141.63578,87.773021,43,1,23,246
480,100.52115,141.58654,87.786566,43,1,23,246
481,99.079081,141.60301,91.590901,43,1,23,243
482,99.152055,141.62466,91.601393,43,1,23,243
483,99.171199,141.62545,91.679263,43,1,23,243
484,99.01369,141.63511,91.556029,43,1,23,243
485,99.073585,141.60089,91.590497,43,1,23,243
486,99.117851,141.67704,91.657611,43,1,23,243
487,99.05466,141.57132,91.559756,43,1,23,243
488,99.117388,141.65602,91.506409,43,1,23,243
489,99.128866,141.70016,91.540541,43,1,23,243
490,99.116278,141.5102,91.566158,43,1,23,243
491,96.726899,140.56092,94.307756,43,1,23,243
492,96.698037,140.56371,94.368783,43,1,23,243
493,96.640233,140.62567,94.387412,43,1,23,243
494,96.785336,140.60476,94.211329,43,1,23,243
495,96.82004,140.48889,94.225627,43,1,23,243
496,96.650123,140.52943,94.222817,43,1,23,243
497,96.778672,140.61572,94.390093,43,1,23,243
498,96.724581,140.463,94.349682,43,1,23,243
499,96.645345,140.60624,94.313242,43,1,23,243
500,96.753015,140.4937,94.309014,43,1,23,243
501,93.518426,141.55115,95.958556,43,1,23,248
502,93.440719,141.54892,95.919074,43,1,23,248
503,93.42054,141.59869,95.964645,43,1,23,248
504,93.420603,141.63249,95.991122,43,1,23,248
505,93.585297,141.61899,95.971095,43,1,23,248
506,93.440334,141.5014,95.998582,43,1,23,248
507,93.527687,141.56728,95.904333,43,1,23,248
508,93.55336,141.59674,95.904226,43,1,23,248
509,93.437102,141.53336,95.945951,43,1,23,248
510,93.533982,141.63403,95.860379,43,1,23,248
511,90.301345,141.54168,97.586528,43,1,27,283
512,90.286645,141.63518,97.641469,43,1,27,283
513,90.247921,141.56954,97.624297,43,1,27,283
514,90.322313,141.61565,97.633175,43,1,27,283
515,90.350803,141.58324,97.567921,43,1,27,283
516,90.333513,141.63295,97.605433,43,1,27,283
517,90.343047,141.60678,97.498519,43,1,27,283
518,90.294233,141.62848,97.49711,43,1,27,283
519,90.374487,141.46607,97.534509,43,1,27,283
520,90.282852,141.62809,97.590617,43,1,27,283
521,86.219366,142.56482,98.125618,9,1,27,283
522,86.154526,142.53553,98.148733,9,1,27,283
523,86.265444,142.48538,98.215272,9,1,27,283
524,86.207982,142.62484,98.063329,9,1,27,283
525,86.163712,142.61196,98.102439,9,1,27,283
526,86.272206,142.59447,98.170307,9,1,27,283
527,86.2482,142.48093,98.03761,9,1,27,283
528,86.230267,142.59637,98.035144,9,1,27,283
529,86.271161,142.51997,98.150934,9,1,27,283
530,86.16087,142.60418,98.133544,9,1,27,283
531,83.240909,142.59862,97.768348,9,1,27,283
532,83.238249,142.68673,97.824976,9,1,27,283
533,83.324385,142.66507,97.744316,9,1,27,283
534,83.294048,142.55856,97.707842,9,1,27,283
535,83.182603,142.62775,97.848491,9,1,27,283
536,83.321524,142.56982,97.749707,9,1,27,283
537,83.184749,142.61956,97.695071,9,1,27,283
538,83.259096,142.64007,97.72496,9,1,27,283
539,83.309525,142.59062,97.717863,9,1,27,283
540,83.237387,142.58659,97.798983,9,1,27,283
541,79.397553,143.66504,96.322195,9,1,27,287
542,79.477749,143.57667,96.290989,9,1,27,287
543,79.431401,143.68883,96.317524,9,1,27,287
544,79.352112,143.63165,96.364461,9,1,27,287
545,79.348206,143.72156,96.292852,9,1,27,287
546,79.382808,143.6666,96.382185,9,1,27,287
547,79.311509,143.58141,96.380855,9,1,27,287
548,79.303796,143.66953,96.240299,9,1,27,287
549,79.464631,143.71431,96.356225,9,1,27,287
550,79.46179,143.62764,96.28653,9,1,27,287
551,76.65772,143.74212,93.979683,9,1,20,212
552,76.635236,143.65253,94.036019,9,1,20,212
553,76.606028,143.76016,93.902425,9,1,20,212
554,76.692208,143.81317,94.030247,9,1,20,212
555,76.721827,143.78298,94.029694,9,1,20,212
556,76.60693,143.80677,93.999912,9,1,20,212
